CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
THEFT/LARCENY	10/30/2018 12:45:00 PM	18-055124	BURGLARY-AUTO	03Y	500 8TH ST	Oakland	CA	"500 8TH ST
Oakland, CA
(37.800741, -122.27513)"
MOTOR VEHICLE THEFT	12/04/2018 10:30:00 AM	18-061139	VEHICLE THEFT - AUTO	77X	GRAND  AVE & LENNOX	Oakland	CA	"GRAND AVE &amp; LENNOX
Oakland, CA"
DISTURBING THE PEACE	11/09/2018 09:58:00 AM	18-056883	DISTURB THE PEACE	06X	30TH ST & SAN PABLO AV	Oakland	CA	"30TH ST &amp; SAN PABLO AV
Oakland, CA
(37.820918, -122.276676)"
THEFT/LARCENY	10/28/2018 07:57:00 PM	18-054812	BURGLARY-AUTO	08X	24TH ST & BROADWAY	Oakland	CA	"24TH ST &amp; BROADWAY
Oakland, CA
(37.813404, -122.265569)"
ASSAULT	12/29/2018 11:00:00 AM	18-065447	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30X	1700 67TH AV	Oakland	CA	"1700 67TH AV
Oakland, CA
(37.764008, -122.188687)"
ASSAULT	10/17/2018 02:39:00 AM	18-052658	BATTERY	27X	COLE ST & FOOTHILL BLVD	Oakland	CA	"COLE ST &amp; FOOTHILL BLVD
Oakland, CA
(37.772625, -122.198565)"
ROBBERY	10/29/2018 11:35:00 PM	18-055009	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	77X	22ND ST & GRAND AV	Oakland	CA	"22ND ST &amp; GRAND AV
Oakland, CA"
ASSAULT	10/05/2018 11:00:00 PM	18-050800	THREAT CRIME:INT:TERRORIZE	06X	600 SYCAMORE ST	Oakland	CA	"600 SYCAMORE ST
Oakland, CA
(37.815423, -122.270452)"
MOTOR VEHICLE THEFT	12/18/2018 09:30:00 PM	18-063784	VEHICLE THEFT - AUTO	25X	39TH AV & MASTERSON ST	Oakland	CA	"39TH AV &amp; MASTERSON ST
Oakland, CA
(37.789945, -122.196316)"
THEFT/LARCENY	11/24/2018 10:35:00 AM	18-916968	BURGLARY-AUTO	04X	1400 HARRISON ST	Oakland	CA	"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)"
VANDALISM	10/21/2018 09:30:00 PM	18-914939	VANDALISM	01X	2ND ST & WEBSTER ST	Oakland	CA	"2ND ST &amp; WEBSTER ST
Oakland, CA
(37.795113, -122.273933)"
THEFT/LARCENY	11/23/2018 09:00:00 PM	18-916952	BURGLARY-AUTO	02X	1200 8TH ST	Oakland	CA	"1200 8TH ST
Oakland, CA
(37.805125, -122.289094)"
THEFT/LARCENY	11/15/2018 06:00:00 PM	18-916479	BURGLARY-AUTO	08X	24TH ST & BROADWAY	Oakland	CA	"24TH ST &amp; BROADWAY
Oakland, CA
(37.813404, -122.265569)"
MOTOR VEHICLE THEFT	10/13/2018 03:00:00 PM	18-052119	VEHICLE THEFT - AUTO	17Y	2200 12TH AV	Oakland	CA	"2200 12TH AV
Oakland, CA
(37.795866, -122.240641)"
MOTOR VEHICLE THEFT	10/23/2018 09:00:00 AM	18-055103	VEHICLE THEFT - AUTO	34X	9200 WALNUT ST	Oakland	CA	"9200 WALNUT ST
Oakland, CA
(37.749287, -122.171246)"
ASSAULT	12/05/2018 09:55:00 AM	18-061316	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	28X	HIGH ST & FLEMING AV	Oakland	CA	"HIGH ST &amp; FLEMING AV
Oakland, CA
(37.783744, -122.201791)"
ASSAULT	10/16/2018 11:10:00 AM	18-052523	BATTERY	26Y	INTERNATIONAL BLVD & SEMINARY AV	Oakland	CA	"INTERNATIONAL BLVD &amp; SEMINARY AV
Oakland, CA
(37.765111, -122.19952)"
ASSAULT	11/10/2018 08:56:00 AM	18-057052	BATTERY	23X	1200 42ND AV	Oakland	CA	"1200 42ND AV
Oakland, CA
(37.77197, -122.217222)"
THEFT/LARCENY	11/09/2018 06:00:00 PM	18-057051	BURGLARY-AUTO	06X	900 37TH ST	Oakland	CA	"900 37TH ST
Oakland, CA
(37.827148, -122.274868)"
ASSAULT	11/17/2018 01:27:00 PM	18-058246	INFLICT CRPL INJ SP/COHAB	24Y	38TH AV & ALLENDALE AV	Oakland	CA	"38TH AV &amp; ALLENDALE AV
Oakland, CA
(37.786246, -122.205722)"
THEFT/LARCENY	10/20/2018 09:26:00 PM	18-915280	GRAND THEFT	03Y	8TH ST & WASHINGTON ST	Oakland	CA	"8TH ST &amp; WASHINGTON ST
Oakland, CA
(37.80069, -122.275)"
ROBBERY	11/11/2018 09:30:00 AM	18-057209	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	01X	500 EMBARCADERO WEST	Oakland	CA	"500 EMBARCADERO WEST
Oakland, CA
(37.795822, -122.277805)"
MOTOR VEHICLE THEFT	11/28/2018 06:56:00 PM	18-060086	VEHICLE THEFT - AUTO	22Y	3000 GUIDO ST	Oakland	CA	"3000 GUIDO ST
Oakland, CA
(37.805329, -122.192865)"
VANDALISM	11/14/2018 09:30:00 PM	18-916388	VANDALISM	04X	21ST ST & BROADWAY	Oakland	CA	"21ST ST &amp; BROADWAY
Oakland, CA
(37.810023, -122.267532)"
MOTOR VEHICLE THEFT	11/01/2018 10:27:00 AM	18-055458	VEHICLE THEFT - AUTO	30X	68TH AV & AVENAL AV	Oakland	CA	"68TH AV &amp; AVENAL AV
Oakland, CA
(37.764708, -122.186227)"
THEFT/LARCENY	10/05/2018 07:50:00 PM	18-050703	BURGLARY-AUTO	01X	3RD ST & WASHINGTON ST	Oakland	CA	"3RD ST &amp; WASHINGTON ST
Oakland, CA
(37.797204, -122.277146)"
THEFT/LARCENY	11/03/2018 12:50:00 AM	18-915787	BURGLARY-AUTO	32Y	98TH AV & MACARTHUR BLVD	Oakland	CA	"98TH AV &amp; MACARTHUR BLVD
Oakland, CA
(37.749832, -122.158811)"
THEFT/LARCENY	10/13/2018 02:15:00 PM	18-915710	GRAND THEFT	03X	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY	11/21/2018 05:30:00 PM	18-058961	BURGLARY-AUTO	08X	25TH ST & BROADWAY	Oakland	CA	"25TH ST &amp; BROADWAY
Oakland, CA
(37.814097, -122.265002)"
MOTOR VEHICLE THEFT	10/02/2018 01:07:00 PM	18-049990	VEHICLE THEFT - AUTO	30X	1400 81ST AV	Oakland	CA	"1400 81ST AV
Oakland, CA
(37.756141, -122.180557)"
MOTOR VEHICLE THEFT	12/17/2018 08:00:00 AM	18-063554	VEHICLE THEFT - AUTO	03X	100 11TH ST	Oakland	CA	"100 11TH ST
Oakland, CA
(37.799045, -122.264138)"
ROBBERY	12/24/2018 03:00:00 AM	18-064588	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	24Y	3200 35TH AV	Oakland	CA	"3200 35TH AV
Oakland, CA
(37.791143, -122.204977)"
ASSAULT	12/29/2018 12:00:00 AM	18-065444	BATTERY	09X	5000 PIEDMONT AV	Oakland	CA	"5000 PIEDMONT AV
Oakland, CA
(37.832, -122.24506)"
DISTURBING THE PEACE	12/25/2018 12:00:00 AM	18-065328	DISTURB THE PEACE	10X	1100 63RD ST	Oakland	CA	"1100 63RD ST
Oakland, CA
(37.845646, -122.284642)"
ASSAULT	12/17/2018 12:45:00 PM	18-063665	BATTERY	27Y	2100 57TH AV	Oakland	CA	"2100 57TH AV
Oakland, CA
(37.76978, -122.196414)"
DISTURBING THE PEACE	11/11/2018 11:11:00 AM	18-057218	DISTURB THE PEACE	10X	1200 55TH ST	Oakland	CA	"1200 55TH ST
Oakland, CA
(37.838205, -122.284082)"
MOTOR VEHICLE THEFT	10/31/2018 05:00:00 PM	18-055560	VEHICLE THEFT - AUTO	18X	2100 E 19TH ST	Oakland	CA	"2100 E 19TH ST
Oakland, CA
(37.788417, -122.235597)"
ASSAULT	12/28/2018 09:52:00 PM	18-065371	BATTERY	32Y	10900 MACARTHUR BLVD	Oakland	CA	"10900 MACARTHUR BLVD
Oakland, CA
(37.741083, -122.149135)"
THEFT/LARCENY	10/27/2018 09:50:00 AM	18-915351	THEFT	77X	1500 PRESCOTT ST	Oakland	CA	"1500 PRESCOTT ST
Oakland, CA
(37.814629, -122.298013)"
MOTOR VEHICLE THEFT	11/21/2018 06:00:00 AM	18-059016	VEHICLE THEFT - AUTO	32Y	105TH AV & LINK ST	Oakland	CA	"105TH AV &amp; LINK ST
Oakland, CA
(37.741971, -122.158122)"
VANDALISM	10/15/2018 01:28:00 AM	18-914429	VANDALISM	04X	600 WILLIAM ST	Oakland	CA	"600 WILLIAM ST
Oakland, CA
(37.809209, -122.27142)"
SEX CRIMES	10/21/2018 11:45:00 PM	18-053554	LOITER:INTENT:PROSTITUTION	19X	10TH AV & INTERNATIONAL BLVD	Oakland	CA	"10TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.792079, -122.249696)"
ASSAULT	10/23/2018 07:00:00 PM	18-053916	THREAT CRIME:INT:TERRORIZE	27X	5400 FOOTHILL BLVD	Oakland	CA	"5400 FOOTHILL BLVD
Oakland, CA
(37.772624, -122.198401)"
THEFT/LARCENY	11/13/2018 10:10:00 PM	18-916342	BURGLARY-AUTO	04X	VALLEY ST & W GRAND AV	Oakland	CA	"VALLEY ST &amp; W GRAND AV
Oakland, CA
(37.811713, -122.267836)"
THEFT/LARCENY	10/19/2018 07:40:00 PM	18-914916	BURGLARY-AUTO	12X	45TH ST & TELEGRAPH AV	Oakland	CA	"45TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.833057, -122.263347)"
MOTOR VEHICLE THEFT	12/27/2018 10:04:00 PM	18-065214	VEHICLE THEFT - AUTO	05X	800 21ST ST	Oakland	CA	"800 21ST ST
Oakland, CA
(37.812168, -122.276659)"
BURGLARY	11/10/2018 06:00:00 PM	18-057119	ATTEMPTED BURGLARY	77X	1200 PINE	Oakland	CA	"1200 PINE
Oakland, CA
(37.812194, -122.300525)"
ASSAULT	12/17/2018 05:00:00 PM	18-063532	BATTERY	08X	200 29TH ST	Oakland	CA	"200 29TH ST
Oakland, CA
(37.816105, -122.258617)"
THEFT/LARCENY	10/24/2018 10:00:00 PM	18-054114	BURGLARY-AUTO	04X	WILLIAM ST & TELEGRAPH AV	Oakland	CA	"WILLIAM ST &amp; TELEGRAPH AV
Oakland, CA
(37.808961, -122.269724)"
THEFT/LARCENY	11/26/2018 12:00:00 AM	18-059895	THEFT	12X	OPAL ST & 41ST ST	Oakland	CA	"OPAL ST &amp; 41ST ST
Oakland, CA
(37.829048, -122.25854)"
MOTOR VEHICLE THEFT	12/06/2018 09:53:00 AM	18-061532	VEHICLE THEFT - AUTO	31Y	CLARA ST & RAILROAD AV	Oakland	CA	"CLARA ST &amp; RAILROAD AV
Oakland, CA
(37.740066, -122.184567)"
ROBBERY	11/19/2018 11:00:00 AM	18-058545	ROBBERY-FIREARM	30X	1600 81ST AV	Oakland	CA	"1600 81ST AV
Oakland, CA
(37.757456, -122.177845)"
DISTURBING THE PEACE	10/15/2018 07:30:00 AM	18-052317	UNAUTHORIZED STAY/RETURN:SCHOOL ZONE	27X	4600 FOOTHILL BLVD	Oakland	CA	"4600 FOOTHILL BLVD
Oakland, CA
(37.773674, -122.209692)"
MOTOR VEHICLE THEFT	11/03/2018 12:00:00 AM	18-057206	VEHICLE THEFT - AUTO	32Y	FISHER AV & FRAZIER AV	Oakland	CA	"FISHER AV &amp; FRAZIER AV
Oakland, CA
(37.744363, -122.152792)"
THEFT/LARCENY	10/12/2018 04:00:00 PM	18-914523	BURGLARY-AUTO	06X	40TH ST & MARTIN LUTHER KING JR WY	Oakland	CA	"40TH ST &amp; MARTIN LUTHER KING JR WY
Oakland, CA
(37.829722, -122.268431)"
VANDALISM	11/10/2018 06:30:00 AM	18-057196	VANDALISM (AMENDED)	30Y	2900 PARKER AV	Oakland	CA	"2900 PARKER AV
Oakland, CA
(37.766992, -122.166275)"
THEFT/LARCENY	10/30/2018 11:00:00 AM	18-055456	THEFT	25Y	7600 SURREY LN	Oakland	CA	"7600 SURREY LN
Oakland, CA
(37.779804, -122.143711)"
THEFT/LARCENY	12/02/2018 06:00:00 PM	18-060854	BURGLARY-AUTO	01X	BROADWAY & EMBARCADERO WEST	Oakland	CA	"BROADWAY &amp; EMBARCADERO WEST
Oakland, CA
(37.79529, -122.276755)"
THEFT/LARCENY	10/28/2018 10:00:00 PM	18-915481	GRAND THEFT	15X	1100 MCKINLEY AV	Oakland	CA	"1100 MCKINLEY AV
Oakland, CA
(37.803783, -122.23841)"
DISTURBING THE PEACE	11/15/2018 12:00:00 AM	18-057929	DISTURB THE PEACE	07X	3500 SAN PABLO AV	Oakland	CA	"3500 SAN PABLO AV
Oakland, CA
(37.82608, -122.278193)"
ASSAULT	10/29/2018 02:30:00 AM	18-054833	EXHIBIT FIREARM	21X	E 21ST ST & 23RD AV	Oakland	CA	"E 21ST ST &amp; 23RD AV
Oakland, CA
(37.788678, -122.231669)"
THEFT/LARCENY	10/07/2018 02:00:00 AM	18-053840	THEFT	06X	MARTIN LUTHER KING JR WY & 27TH ST	Oakland	CA	"MARTIN LUTHER KING JR WY &amp; 27TH ST
Oakland, CA
(37.817015, -122.271627)"
ROBBERY	10/14/2018 09:34:00 AM	18-052128	ROBBERY-FIREARM	19X	700 E 11TH ST	Oakland	CA	"700 E 11TH ST
Oakland, CA
(37.792969, -122.254091)"
THEFT/LARCENY	11/18/2018 06:00:00 PM	18-916792	BURGLARY-AUTO	01X	3RD ST & WEBSTER ST	Oakland	CA	"3RD ST &amp; WEBSTER ST
Oakland, CA
(37.7958, -122.273532)"
ASSAULT	11/19/2018 02:13:00 AM	18-058472	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	04X	1700 TELEGRAPH AV	Oakland	CA	"1700 TELEGRAPH AV
Oakland, CA
(37.806838, -122.270252)"
MOTOR VEHICLE THEFT	11/17/2018 11:30:00 PM	18-058303	VEHICLE THEFT - AUTO	04X	2000 WEBSTER ST	Oakland	CA	"2000 WEBSTER ST
Oakland, CA
(37.80866, -122.266067)"
THEFT/LARCENY	10/24/2018 11:10:00 AM	18-915184	BURGLARY-AUTO	77X	9TH ST	Oakland	CA	"9TH ST
Oakland, CA"
ROBBERY	10/27/2018 01:30:00 AM	18-054531	ROBBERY-FIREARM	21X	24TH AV & E 17TH ST	Oakland	CA	"24TH AV &amp; E 17TH ST
Oakland, CA
(37.784947, -122.231976)"
MOTOR VEHICLE THEFT	12/09/2018 02:30:00 AM	18-062060	VEHICLE THEFT - AUTO	16X	1000 UNDERHILLS RD	Oakland	CA	"1000 UNDERHILLS RD
Oakland, CA
(37.808633, -122.228585)"
ROBBERY	11/23/2018 11:40:00 PM	18-059263	ROBBERY-FIREARM	14Y	ERIE ST & MANDANA BLVD	Oakland	CA	"ERIE ST &amp; MANDANA BLVD
Oakland, CA
(37.812191, -122.243231)"
THEFT/LARCENY	10/26/2018 05:35:00 PM	18-915515	GRAND THEFT	16Y	3600 PARK BLVD	Oakland	CA	"3600 PARK BLVD
Oakland, CA
(37.804737, -122.232755)"
ASSAULT	10/24/2018 12:00:00 PM	18-054028	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	07X	2200 ADELINE ST	Oakland	CA	"2200 ADELINE ST
Oakland, CA
(37.81562, -122.283931)"
MOTOR VEHICLE THEFT	11/13/2018 12:10:00 PM	18-057535	VEHICLE THEFT - AUTO	31Y	HEGENBERGER RD & LEET DR	Oakland	CA	"HEGENBERGER RD &amp; LEET DR
Oakland, CA
(37.732807, -122.198622)"
THEFT/LARCENY	10/27/2018 08:00:00 PM	18-915403	BURGLARY-AUTO	04X	1700 SAN PABLO AV	Oakland	CA	"1700 SAN PABLO AV
Oakland, CA
(37.807536, -122.27225)"
DISTURBING THE PEACE	11/01/2018 08:34:00 AM	18-055399	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
THEFT/LARCENY	12/02/2018 04:45:00 PM	18-060829	GRAND THEFT FROM PERSON	04X	16TH ST & TELEGRAPH AV	Oakland	CA	"16TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.806119, -122.270459)"
MOTOR VEHICLE THEFT	10/22/2018 05:00:00 PM	18-056114	SC STOLEN VEHICLE - AUTO	07X	2800 MAGNOLIA ST	Oakland	CA	"2800 MAGNOLIA ST
Oakland, CA
(37.820852, -122.28322)"
MOTOR VEHICLE THEFT	12/04/2018 06:47:00 PM	18-061195	VEHICLE THEFT - AUTO	26Y	5800 TEVIS ST	Oakland	CA	"5800 TEVIS ST
Oakland, CA
(37.763358, -122.203339)"
THEFT/LARCENY	10/31/2018 01:30:00 AM	18-915580	THEFT	07X	2500 SAN PABLO AV	Oakland	CA	"2500 SAN PABLO AV
Oakland, CA
(37.815929, -122.274939)"
ASSAULT	11/05/2018 10:30:00 AM	18-058505	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	06X	39TH ST & WEST ST	Oakland	CA	"39TH ST &amp; WEST ST
Oakland, CA
(37.829449, -122.271188)"
DRUGS/ALCOHOL VIOLATIONS	11/19/2018 07:58:00 AM	18-058496	POSSESS CONTROLLED SUBSTANCE FOR SALE	33X	700 85TH AV	Oakland	CA	"700 85TH AV
Oakland, CA
(37.746194, -122.190238)"
VANDALISM	12/25/2018 12:37:00 AM	18-064730	VANDALISM:DAMAGE PROPERTY	09X	GILBERT ST & JOHN ST	Oakland	CA	"GILBERT ST &amp; JOHN ST
Oakland, CA
(37.83124, -122.252046)"
THEFT/LARCENY	10/17/2018 05:15:00 PM	18-915671	GRAND THEFT		BODEN WAY	Oakland	CA	"BODEN WAY
Oakland, CA"
MOTOR VEHICLE THEFT	12/24/2018 03:00:00 PM	18-065136	VEHICLE THEFT - AUTO	77X	1100 36TH STREET	Oakland	CA	"1100 36TH STREET
Oakland, CA
(37.827135, -122.279301)"
THEFT/LARCENY	12/27/2018 10:00:00 PM	18-065206	BURGLARY-AUTO	01X	4TH ST & WASHINGTON ST	Oakland	CA	"4TH ST &amp; WASHINGTON ST
Oakland, CA
(37.797916, -122.276715)"
ASSAULT	12/29/2018 12:30:00 AM	18-065394	MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP	27X	2500 COURTLAND AV	Oakland	CA	"2500 COURTLAND AV
Oakland, CA
(37.780893, -122.204398)"
MOTOR VEHICLE THEFT	12/14/2018 07:00:00 AM	18-063053	VEHICLE THEFT - AUTO	16X	LAKESHORE AV & LONGRIDGE RD	Oakland	CA	"LAKESHORE AV &amp; LONGRIDGE RD
Oakland, CA
(37.811264, -122.242659)"
ASSAULT	10/06/2018 12:10:00 AM	18-050726	ASSAULT WITH FIREARM ON PERSON	04X	1900 TELEGRAPH AV	Oakland	CA	"1900 TELEGRAPH AV
Oakland, CA
(37.808152, -122.269922)"
ASSAULT	12/27/2018 08:27:00 PM	18-065197	BATTERY	35Y	3900 OAK HILL RD	Oakland	CA	"3900 OAK HILL RD
Oakland, CA
(37.757688, -122.141774)"
THEFT/LARCENY	10/24/2018 08:30:00 PM	18-915221	THEFT	12Y	5800 AYALA AV	Oakland	CA	"5800 AYALA AV
Oakland, CA
(37.844265, -122.257945)"
WEAPONS	10/02/2018 09:34:00 PM	18-050093	CARRY CONCEALED WEAPON IN VEHICLE	26Y	80TH AV & INTERNATIONAL BLVD	Oakland	CA	"80TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.756639, -122.181587)"
VANDALISM	10/27/2018 10:30:00 PM	18-915393	VANDALISM	08X	400 W GRAND AV	Oakland	CA	"400 W GRAND AV
Oakland, CA
(37.81154, -122.266726)"
ROBBERY	10/20/2018 08:52:00 PM	18-053378	CARJACKING WITH FIREARM	32X	98TH AV & C ST	Oakland	CA	"98TH AV &amp; C ST
Oakland, CA
(37.742343, -122.17478)"
THEFT/LARCENY	10/23/2018 07:25:00 PM	18-915132	BURGLARY-AUTO	04X	17TH ST & WEBSTER ST	Oakland	CA	"17TH ST &amp; WEBSTER ST
Oakland, CA
(37.805705, -122.267319)"
ROBBERY	12/25/2018 08:00:00 PM	18-065360	ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET)	11X	600 58TH ST	Oakland	CA	"600 58TH ST
Oakland, CA
(37.843464, -122.2648)"
ROBBERY	10/18/2018 11:04:00 AM	18-052921	CARJACKING - STRONGARM	17Y	E 32ND ST & BEAUMONT AV	Oakland	CA	"E 32ND ST &amp; BEAUMONT AV
Oakland, CA
(37.79963, -122.229169)"
MOTOR VEHICLE THEFT	11/18/2018 10:00:00 PM	18-058531	VEHICLE THEFT - AUTO	19X	1500 E 12TH ST	Oakland	CA	"1500 E 12TH ST
Oakland, CA
(37.787943, -122.245701)"
VANDALISM	10/10/2018 01:00:00 AM	18-914441	VANDALISM	18Y	2200 E 33RD ST	Oakland	CA	"2200 E 33RD ST
Oakland, CA
(37.799794, -122.225795)"
MOTOR VEHICLE THEFT	11/08/2018 11:00:00 PM	18-056877	SC STOLEN VEHICLE - AUTO	07X	1400 34TH ST	Oakland	CA	"1400 34TH ST
Oakland, CA
(37.825894, -122.284104)"
THEFT/LARCENY	10/12/2018 01:50:00 PM	18-914526	BURGLARY-AUTO	14Y	3300 GRAND AV	Oakland	CA	"3300 GRAND AV
Oakland, CA
(37.812814, -122.247111)"
FRAUD	11/29/2018 12:00:00 AM	18-916856	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	05Y	17TH ST & PERALTA ST	Oakland	CA	"17TH ST &amp; PERALTA ST
Oakland, CA
(37.813403, -122.292319)"
MOTOR VEHICLE THEFT	10/27/2018 12:40:00 AM	18-915450	ATTEMPT VEHICLE THEFT-AUTO	16Y	1600 TRESTLE GLEN RD	Oakland	CA	"1600 TRESTLE GLEN RD
Oakland, CA
(37.810923, -122.222685)"
THEFT/LARCENY	12/15/2018 04:17:00 AM	18-063147	RECEIVE/ETC KNOWN STOLEN PROPERTY [$400 OR LESS]	34X	93RD AV & INTERNATIONAL BLVD	Oakland	CA	"93RD AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.747819, -122.173147)"
ASSAULT	11/06/2018 09:00:00 AM	18-056276	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	02Y	12TH ST & WILLOW ST	Oakland	CA	"12TH ST &amp; WILLOW ST
Oakland, CA
(37.81123, -122.297639)"
THEFT/LARCENY	11/23/2018 09:00:00 PM	18-916959	BURGLARY-AUTO	26Y	7000 SNELL ST	Oakland	CA	"7000 SNELL ST
Oakland, CA
(37.75482, -122.19747)"
ASSAULT	10/12/2018 02:50:00 PM	18-051867	BATTERY	33X	1200 82ND AV	Oakland	CA	"1200 82ND AV
Oakland, CA
(37.753743, -122.182519)"
MOTOR VEHICLE THEFT	10/19/2018 08:30:00 PM	18-053368	VEHICLE THEFT - AUTO	16Y	4900 PARK BLVD	Oakland	CA	"4900 PARK BLVD
Oakland, CA
(37.812967, -122.214246)"
VANDALISM	12/21/2018 07:40:00 PM	18-064300	VANDALISM	31X	DOOLITTLE DR & HEGENBERGER RD	Oakland	CA	"DOOLITTLE DR &amp; HEGENBERGER RD
Oakland, CA
(37.726474, -122.201767)"
MOTOR VEHICLE THEFT	10/18/2018 07:00:00 AM	18-053643	VEHICLE THEFT - AUTO	12X	50TH ST & LAWTON AV	Oakland	CA	"50TH ST &amp; LAWTON AV
Oakland, CA
(37.835659, -122.256742)"
THEFT/LARCENY	10/25/2018 04:30:00 PM	18-915256	THEFT	04X	200 FRANK H OGAWA PLZ	Oakland	CA	"200 FRANK H OGAWA PLZ
Oakland, CA
(37.80569, -122.271943)"
THEFT/LARCENY	11/14/2018 09:30:00 PM	18-057807	BURGLARY-AUTO	14X	EUCLID AV & GRAND AV	Oakland	CA	"EUCLID AV &amp; GRAND AV
Oakland, CA
(37.808592, -122.251696)"
ASSAULT	12/29/2018 11:28:00 PM	18-065399	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	30Y	2700 75TH AV	Oakland	CA	"2700 75TH AV
Oakland, CA
(37.767222, -122.172142)"
THEFT/LARCENY	11/08/2018 12:00:00 AM	18-057083	THEFT	06X	39TH ST & MARTIN LUTHER KING JR WY	Oakland	CA	"39TH ST &amp; MARTIN LUTHER KING JR WY
Oakland, CA
(37.829041, -122.2686)"
THEFT/LARCENY	10/28/2018 07:15:00 PM	18-915441	BURGLARY-AUTO	77X	00 TELEGRAPH AV	Oakland	CA	"00 TELEGRAPH AV
Oakland, CA"
VANDALISM	12/28/2018 04:40:00 AM	18-065233	VANDALISM	08X	600 34TH ST	Oakland	CA	"600 34TH ST
Oakland, CA
(37.823115, -122.268902)"
THEFT/LARCENY	11/23/2018 10:15:00 PM	18-916940	BURGLARY-AUTO	08X	3900 BROADWAY	Oakland	CA	"3900 BROADWAY
Oakland, CA
(37.826647, -122.257182)"
THEFT/LARCENY	10/22/2018 11:00:00 PM	18-053872	THEFT	27Y	6100 HILTON ST	Oakland	CA	"6100 HILTON ST
Oakland, CA
(37.768345, -122.191897)"
ASSAULT	11/11/2018 11:58:00 PM	18-057150	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	23X	4000 FOOTHILL BLVD	Oakland	CA	"4000 FOOTHILL BLVD
Oakland, CA
(37.777674, -122.215178)"
ASSAULT	10/24/2018 04:24:00 AM	18-053955	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30X	7200 FRESNO ST	Oakland	CA	"7200 FRESNO ST
Oakland, CA
(37.764561, -122.17969)"
THEFT/LARCENY	11/23/2018 11:00:00 PM	18-916944	BURGLARY-AUTO	06X	900 34TH ST	Oakland	CA	"900 34TH ST
Oakland, CA
(37.824756, -122.275771)"
ASSAULT	12/11/2018 03:45:00 PM	18-062467	BATTERY	30Y	77TH AV & BANCROFT AV	Oakland	CA	"77TH AV &amp; BANCROFT AV
Oakland, CA
(37.764013, -122.17437)"
MOTOR VEHICLE THEFT	10/23/2018 06:00:00 PM	18-053993	VEHICLE THEFT - AUTO	35X	8200 OUTLOOK AV	Oakland	CA	"8200 OUTLOOK AV
Oakland, CA
(37.763593, -122.16208)"
ROBBERY	10/29/2018 11:00:00 PM	18-055664	ROBBERY-KNIFE OR CUTTING INSTRUMENT	27X	4600 FOOTHILL BLVD	Oakland	CA	"4600 FOOTHILL BLVD
Oakland, CA
(37.773674, -122.209692)"
THEFT/LARCENY	12/07/2018 04:10:00 PM	18-917940	BURGLARY-AUTO	08X	24TH ST & TELEGRAPH AV	Oakland	CA	"24TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.81347, -122.268584)"
THEFT/LARCENY	11/30/2018 02:55:00 PM	18-917514	BURGLARY-AUTO	35Y	MOUNTAIN BLVD & CALAFIA AV	Oakland	CA	"MOUNTAIN BLVD &amp; CALAFIA AV
Oakland, CA
(37.75743, -122.147689)"
THEFT/LARCENY	10/30/2018 07:00:00 PM	18-915562	BURGLARY-AUTO	08X	400 W GRAND AV	Oakland	CA	"400 W GRAND AV
Oakland, CA
(37.81154, -122.266726)"
DUI	09/30/2018 06:39:00 PM	18-049565	DUI ALCOHOL/DRUGS	31Y	85TH AV & BALDWIN ST	Oakland	CA	"85TH AV &amp; BALDWIN ST
Oakland, CA
(37.744123, -122.191262)"
MOTOR VEHICLE THEFT	10/30/2018 06:45:00 AM	18-915567	ATTEMPT VEHICLE THEFT-AUTO	04X	HARRISON ST & 15TH ST	Oakland	CA	"HARRISON ST &amp; 15TH ST
Oakland, CA
(37.803888, -122.266994)"
