CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
MOTOR VEHICLE THEFT	11/06/2018 07:54:00 PM	18-056379	VEHICLE THEFT - AUTO	32X	1200 101ST AV	Oakland	CA	"1200 101ST AV
Oakland, CA
(37.739977, -122.172625)"
THEFT/LARCENY	10/31/2018 04:00:00 PM	18-055669	APPROPRIATE LOST PROPERTY-MISD	35X	9000 HILLSIDE ST	Oakland	CA	"9000 HILLSIDE ST
Oakland, CA
(37.754328, -122.162919)"
BURGLARY	11/12/2018 05:00:00 AM	18-057341	BURGLARY-NO FORCE	03X	600 MADISON ST	Oakland	CA	"600 MADISON ST
Oakland, CA
(37.796235, -122.267365)"
THEFT/LARCENY	11/12/2018 11:00:00 AM	18-057361	THEFT	34X	9200 SUNNYSIDE ST	Oakland	CA	"9200 SUNNYSIDE ST
Oakland, CA
(37.751807, -122.165824)"
VANDALISM	10/15/2018 06:45:00 PM	18-914615	VANDALISM	02X	700 UNION ST	Oakland	CA	"700 UNION ST
Oakland, CA
(37.803658, -122.290691)"
THEFT/LARCENY	11/11/2018 10:00:00 AM	18-057331	THEFT:PERSONAL PROPERTY	35X	2200 98TH AV	Oakland	CA	"2200 98TH AV
Oakland, CA
(37.748485, -122.161704)"
THEFT/LARCENY	10/14/2018 02:20:00 PM	18-914601	BURGLARY-AUTO	03Y	900 CLAY ST	Oakland	CA	"900 CLAY ST
Oakland, CA
(37.801942, -122.275679)"
THEFT/LARCENY	11/09/2018 09:35:00 AM	18-916068	BURGLARY-AUTO	05Y	1800 MANDELA PARKWAY	Oakland	CA	"1800 MANDELA PARKWAY
Oakland, CA
(37.814079, -122.290121)"
ASSAULT	10/25/2018 09:49:00 AM	18-054198	BATTERY	03Y	800 BROADWAY	Oakland	CA	"800 BROADWAY
Oakland, CA
(37.800374, -122.273588)"
ASSAULT	10/14/2018 01:00:00 PM	18-052177	BATTERY	07X	1100 34TH ST	Oakland	CA	"1100 34TH ST
Oakland, CA
(37.825255, -122.279269)"
ASSAULT	10/24/2018 08:00:00 PM	18-054112	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	27X	1600 46TH AV	Oakland	CA	"1600 46TH AV
Oakland, CA
(37.772387, -122.210499)"
THEFT/LARCENY	11/08/2018 07:30:00 PM	18-916069	BURGLARY-AUTO		SNELL ST./ HEGENBERGER RD.	Oakland	CA	"SNELL ST./ HEGENBERGER RD.
Oakland, CA"
ASSAULT	10/06/2018 05:49:00 PM	18-050821	BATTERY	34X	1600 85TH AV	Oakland	CA	"1600 85TH AV
Oakland, CA
(37.754709, -122.17504)"
DISTURBING THE PEACE	10/04/2018 12:00:00 AM	18-050490	DISTURB THE PEACE	07X	3500 SAN PABLO AV	Oakland	CA	"3500 SAN PABLO AV
Oakland, CA
(37.82608, -122.278193)"
FRAUD	11/01/2018 06:15:00 PM	18-915641	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	15X	500 MERRITT AV	Oakland	CA	"500 MERRITT AV
Oakland, CA
(37.807171, -122.248241)"
THEFT/LARCENY	10/02/2018 07:00:00 PM	18-913880	BURGLARY-AUTO	25X	4200 MACARTHUR BLVD	Oakland	CA	"4200 MACARTHUR BLVD
Oakland, CA
(37.788351, -122.195705)"
MOTOR VEHICLE THEFT	10/01/2018 11:38:00 PM	18-049885	VEHICLE THEFT - AUTO	16X	3200 LAKESHORE AV	Oakland	CA	"3200 LAKESHORE AV
Oakland, CA
(37.810256, -122.245497)"
MOTOR VEHICLE THEFT	10/31/2018 06:00:00 PM	18-055497	VEHICLE THEFT - AUTO	21Y	2300 COOLIDGE AV	Oakland	CA	"2300 COOLIDGE AV
Oakland, CA
(37.784611, -122.220257)"
ASSAULT	11/02/2018 12:40:00 PM	18-055678	THREAT CRIME:INT:TERRORIZE	04X	300 22ND ST	Oakland	CA	"300 22ND ST
Oakland, CA
(37.810614, -122.26523)"
THEFT/LARCENY	11/09/2018 06:55:00 PM	18-916071	BURGLARY-AUTO		BELLEVUE AVE	Oakland	CA	"BELLEVUE AVE
Oakland, CA"
ASSAULT	10/06/2018 11:11:00 PM	18-050856	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	33X	1100 86TH AV	Oakland	CA	"1100 86TH AV
Oakland, CA
(37.750299, -122.181437)"
THEFT/LARCENY	11/09/2018 01:00:00 PM	18-916053	GRAND THEFT	26X	4900 TIDEWATER AVE	Oakland	CA	"4900 TIDEWATER AVE
Oakland, CA
(37.763086, -122.220651)"
THEFT/LARCENY	11/08/2018 02:20:00 PM	18-916059	BURGLARY-AUTO		MIDDLE HARBOR ROAD	Oakland	CA	"MIDDLE HARBOR ROAD
Oakland, CA"
MOTOR VEHICLE THEFT	10/01/2018 11:30:00 PM	18-049946	VEHICLE THEFT - AUTO	22X	2400 MONTEREY BLVD	Oakland	CA	"2400 MONTEREY BLVD
Oakland, CA
(37.81956, -122.206521)"
MOTOR VEHICLE THEFT	10/15/2018 06:00:00 PM	18-052489	VEHICLE THEFT - AUTO	27X	5100 FAIRFAX AV	Oakland	CA	"5100 FAIRFAX AV
Oakland, CA
(37.775336, -122.200795)"
THEFT/LARCENY	11/12/2018 12:01:00 AM	18-057301	THEFT	04X	500 16TH ST	Oakland	CA	"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
THEFT/LARCENY	10/24/2018 08:46:00 PM	18-915170	BURGLARY-AUTO	03X	1100 WEBSTER ST	Oakland	CA	"1100 WEBSTER ST
Oakland, CA
(37.801311, -122.270082)"
THEFT/LARCENY	10/04/2018 08:25:00 AM	18-913965	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
ASSAULT	11/10/2018 11:30:00 AM	18-057204	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	28X	3300 COURTLAND AV	Oakland	CA	"3300 COURTLAND AV
Oakland, CA
(37.785395, -122.196087)"
THEFT/LARCENY	10/15/2018 09:00:00 PM	18-914633	BURGLARY-AUTO	03Y	1200 CLAY ST	Oakland	CA	"1200 CLAY ST
Oakland, CA
(37.804497, -122.27411)"
ASSAULT	11/02/2018 12:40:00 PM	18-055649	INFLICT CRPL INJ SP/COHAB	28X	2600 HIGH ST	Oakland	CA	"2600 HIGH ST
Oakland, CA
(37.78253, -122.204159)"
ASSAULT	11/01/2018 11:00:00 PM	18-055588	BATTERY	24X	2000 35TH AV	Oakland	CA	"2000 35TH AV
Oakland, CA
(37.783411, -122.217828)"
VANDALISM	11/10/2018 05:05:00 AM	18-916087	VANDALISM	32X	1200 103RD AVE	Oakland	CA	"1200 103RD AVE
Oakland, CA
(37.738596, -122.171525)"
BURGLARY	11/05/2018 08:00:00 AM	18-056205	BURGLARY-FORCIBLE ENTRY	21X	2500 26TH AV	Oakland	CA	"2500 26TH AV
Oakland, CA
(37.789875, -122.22413)"
ASSAULT	11/02/2018 02:47:00 AM	18-055563	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	26X	5300 E 12TH ST	Oakland	CA	"5300 E 12TH ST
Oakland, CA
(37.766051, -122.208406)"
THEFT/LARCENY	10/06/2018 02:00:00 PM	18-050849	BURGLARY-AUTO	05X	2000 LINDEN ST	Oakland	CA	"2000 LINDEN ST
Oakland, CA
(37.813321, -122.282426)"
MOTOR VEHICLE THEFT	10/31/2018 07:30:00 PM	18-055492	VEHICLE THEFT - AUTO	16Y	1700 EXCELSIOR AV	Oakland	CA	"1700 EXCELSIOR AV
Oakland, CA
(37.801456, -122.221134)"
THEFT/LARCENY	10/12/2018 09:00:00 PM	18-914573	THEFT	22Y	3200 KANSAS ST	Oakland	CA	"3200 KANSAS ST
Oakland, CA
(37.796572, -122.201431)"
THEFT/LARCENY	10/07/2018 07:30:00 AM	18-050872	BURGLARY-AUTO	04X	1700 FRANKLIN ST	Oakland	CA	"1700 FRANKLIN ST
Oakland, CA
(37.806175, -122.268505)"
ROBBERY	10/15/2018 04:30:00 PM	18-052409	ROBBERY-FIREARM	14X	200 VERNON ST	Oakland	CA	"200 VERNON ST
Oakland, CA
(37.813509, -122.258949)"
ASSAULT	11/01/2018 02:30:00 PM	18-055481	BATTERY	08X	3000 WEBSTER ST	Oakland	CA	"3000 WEBSTER ST
Oakland, CA
(37.819036, -122.263363)"
ROBBERY	10/31/2018 01:20:00 PM	18-055418	ROBBERY-OTHER DANGEROUS WEAPON	12Y	5300 MANILA AV	Oakland	CA	"5300 MANILA AV
Oakland, CA
(37.83815, -122.252991)"
VANDALISM	11/07/2018 08:00:00 AM	18-916051	VANDALISM	08X	3100 TELEGRAPH AVE	Oakland	CA	"3100 TELEGRAPH AVE
Oakland, CA
(37.820372, -122.266812)"
ROBBERY	10/24/2018 12:20:00 PM	18-054027	CARJACKING - STRONGARM	17Y	1300 E 32ND ST	Oakland	CA	"1300 E 32ND ST
Oakland, CA
(37.800528, -122.233776)"
BURGLARY	10/02/2018 05:54:00 AM	18-049912	BURGLARY-FORCIBLE ENTRY	19X	500 E 11TH ST	Oakland	CA	"500 E 11TH ST
Oakland, CA
(37.794267, -122.255601)"
ROBBERY	11/03/2018 03:40:00 AM	18-055752	ROBBERY-FIREARM	20X	2800 E 17TH ST	Oakland	CA	"2800 E 17TH ST
Oakland, CA
(37.78204, -122.22714)"
THEFT/LARCENY	11/02/2018 06:45:00 PM	18-055708	BURGLARY-AUTO	04X	500 22ND ST	Oakland	CA	"500 22ND ST
Oakland, CA
(37.811069, -122.269394)"
MOTOR VEHICLE THEFT	10/23/2018 07:00:00 PM	18-054115	VEHICLE THEFT - AUTO	21Y	3000 SCHOOL ST	Oakland	CA	"3000 SCHOOL ST
Oakland, CA
(37.794653, -122.212336)"
ASSAULT	11/02/2018 08:30:00 PM	18-055710	BATTERY	08X	2600 TELEGRAPH AV	Oakland	CA	"2600 TELEGRAPH AV
Oakland, CA
(37.815741, -122.268022)"
THEFT/LARCENY	10/15/2018 07:30:00 PM	18-914533	BURGLARY-AUTO	01X	200 CLAY ST	Oakland	CA	"200 CLAY ST
Oakland, CA
(37.797267, -122.278611)"
THEFT/LARCENY	10/11/2018 08:00:00 PM	18-914581	BURGLARY-AUTO	01X	200 4TH ST	Oakland	CA	"200 4TH ST
Oakland, CA
(37.7951, -122.269561)"
ROBBERY	11/11/2018 10:25:00 AM	18-057217	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	20X	1800 27TH AV	Oakland	CA	"1800 27TH AV
Oakland, CA
(37.784059, -122.228331)"
THEFT/LARCENY	10/13/2018 02:15:00 PM	18-914635	THEFT	15X	200 E 18TH ST	Oakland	CA	"200 E 18TH ST
Oakland, CA
(37.800222, -122.253307)"
ASSAULT	10/23/2018 01:32:00 PM	18-053836	SHOOT AT INHABITED DWELLING/VEHICLE/ETC	26Y	1200 62ND AV	Oakland	CA	"1200 62ND AV
Oakland, CA
(37.761397, -122.200933)"
ASSAULT	11/12/2018 12:07:00 PM	18-057365	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	35X	9600 MACARTHUR BLVD	Oakland	CA	"9600 MACARTHUR BLVD
Oakland, CA
(37.751197, -122.159709)"
BURGLARY	10/24/2018 08:00:00 PM	18-054108	SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950	22X	3300 FRUITVALE AV	Oakland	CA	"3300 FRUITVALE AV
Oakland, CA
(37.798748, -122.216742)"
THEFT/LARCENY	11/09/2018 08:45:00 PM	18-916062	BURGLARY-AUTO	12Y	5300 COLLEGE AVE	Oakland	CA	"5300 COLLEGE AVE
Oakland, CA
(37.837843, -122.25129)"
THEFT/LARCENY	10/12/2018 01:00:00 AM	18-914479	THEFT	04X	1600 SAN PABLO AV	Oakland	CA	"1600 SAN PABLO AV
Oakland, CA
(37.806489, -122.271925)"
THEFT/LARCENY	10/24/2018 05:30:00 PM	18-915175	BURGLARY-AUTO	01X	00 CLAY ST	Oakland	CA	"00 CLAY ST
Oakland, CA"
THEFT/LARCENY	10/12/2018 03:30:00 PM	18-914543	BURGLARY-AUTO	04X	2200 BROADWAY	Oakland	CA	"2200 BROADWAY
Oakland, CA
(37.810963, -122.266961)"
THEFT/LARCENY	10/12/2018 08:10:00 PM	18-914548	BURGLARY-AUTO	04X	1400 HARRISON ST	Oakland	CA	"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)"
THEFT/LARCENY	10/24/2018 09:15:00 PM	18-915213	BURGLARY-AUTO	04X	2000 BROADWAY	Oakland	CA	"2000 BROADWAY
Oakland, CA
(37.80946, -122.267903)"
THEFT/LARCENY	10/23/2018 09:56:00 AM	18-053972	THEFT	03X	100 13TH ST	Oakland	CA	"100 13TH ST
Oakland, CA
(37.800707, -122.264144)"
THEFT/LARCENY	10/24/2018 08:35:00 PM	18-915169	BURGLARY-AUTO	01X	500 3RD ST	Oakland	CA	"500 3RD ST
Oakland, CA
(37.797189, -122.277105)"
ARSON	11/11/2018 11:00:00 PM	18-057362	MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES	30Y	7700 MACARTHUR BLVD	Oakland	CA	"7700 MACARTHUR BLVD
Oakland, CA
(37.766757, -122.168607)"
DISTURBING THE PEACE	10/02/2018 11:21:00 AM	18-913883	ANNOYING TELEPHONE CALL:OBSCENE/THREATENING	30Y	7900 MACARTHUR BLVD	Oakland	CA	"7900 MACARTHUR BLVD
Oakland, CA
(37.765231, -122.167085)"
THEFT/LARCENY	10/14/2018 07:00:00 AM	18-914644	BURGLARY-AUTO	01X	200 CLAY ST	Oakland	CA	"200 CLAY ST
Oakland, CA
(37.797267, -122.278611)"
ASSAULT	10/02/2018 02:19:00 AM	18-049896	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	33X	1000 89TH AV	Oakland	CA	"1000 89TH AV
Oakland, CA
(37.747557, -122.181265)"
THEFT/LARCENY	10/10/2018 06:00:00 PM	18-914422	BURGLARY-AUTO	01X	300 3RD ST	Oakland	CA	"300 3RD ST
Oakland, CA
(37.795151, -122.271864)"
VANDALISM	11/07/2018 06:30:00 PM	18-916065	VANDALISM		W EMBARCADERO/WEBSTER ST	Oakland	CA	"W EMBARCADERO/WEBSTER ST
Oakland, CA"
THEFT/LARCENY	11/07/2018 03:30:00 AM	18-916088	THEFT	12Y	6300 COLLEGE AVE	Oakland	CA	"6300 COLLEGE AVE
Oakland, CA
(37.850007, -122.252346)"
THEFT/LARCENY	10/29/2018 07:45:00 PM	18-055016	BURGLARY-AUTO	03X	300 8TH ST	Oakland	CA	"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
ASSAULT	10/16/2018 04:03:00 AM	18-052490	BATTERY	29X	3500 68TH AV	Oakland	CA	"3500 68TH AV
Oakland, CA
(37.772505, -122.174547)"
ASSAULT	10/05/2018 12:00:00 PM	18-050950	BATTERY	06X	900 APGAR ST	Oakland	CA	"900 APGAR ST
Oakland, CA
(37.828992, -122.274181)"
THEFT/LARCENY	10/04/2018 01:15:00 PM	18-913967	THEFT	22Y	3400 LAUREL AV	Oakland	CA	"3400 LAUREL AV
Oakland, CA
(37.794593, -122.205373)"
ASSAULT	10/25/2018 02:30:00 AM	18-054191	BATTERY	08X	400 29TH ST	Oakland	CA	"400 29TH ST
Oakland, CA
(37.817806, -122.265294)"
THEFT/LARCENY	11/08/2018 08:15:00 PM	18-916017	BURGLARY-AUTO	01X	2ND BROADWAY	Oakland	CA	"2ND BROADWAY
Oakland, CA"
THEFT/LARCENY	10/02/2018 09:00:00 AM	18-913816	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
MOTOR VEHICLE THEFT	10/15/2018 08:37:00 PM	18-052437	VEHICLE THEFT - AUTO	16Y	3700 ARDLEY AV	Oakland	CA	"3700 ARDLEY AV
Oakland, CA
(37.801876, -122.223497)"
DRUGS/ALCOHOL VIOLATIONS	10/25/2018 09:50:00 AM	18-054194	POSSESS NARCOTIC CONTROLLED SUBSTANCE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
MOTOR VEHICLE THEFT	10/14/2018 03:00:00 PM	18-052182	VEHICLE THEFT - AUTO	19X	1500 23RD AV	Oakland	CA	"1500 23RD AV
Oakland, CA
(37.784234, -122.235151)"
VANDALISM	11/02/2018 06:43:00 PM	18-055693	VANDALISM (AMENDED)	21X	2300 GRANDE VISTA PL	Oakland	CA	"2300 GRANDE VISTA PL
Oakland, CA
(37.793724, -122.225101)"
THEFT/LARCENY	10/01/2018 09:45:00 AM	18-913964	GRAND THEFT	12Y	5600 COLLEGE AV	Oakland	CA	"5600 COLLEGE AV
Oakland, CA
(37.843627, -122.251687)"
THEFT/LARCENY	11/08/2018 07:00:00 PM	18-916043	BURGLARY-AUTO	12X	4000 SHAFTER AVE	Oakland	CA	"4000 SHAFTER AVE
Oakland, CA
(37.828568, -122.259733)"
FRAUD	10/05/2018 09:25:00 AM	18-914028	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	14X	00 VERNON ST	Oakland	CA	"00 VERNON ST
Oakland, CA"
VANDALISM	10/12/2018 03:05:00 AM	18-914485	VANDALISM	16Y	3700 PARK BOULEVARD WY	Oakland	CA	"3700 PARK BOULEVARD WY
Oakland, CA
(37.804837, -122.231341)"
ROBBERY	10/22/2018 09:30:00 PM	18-053722	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03X	600 JACKSON ST	Oakland	CA	"600 JACKSON ST
Oakland, CA
(37.796522, -122.268665)"
THEFT/LARCENY	11/08/2018 07:20:00 PM	18-916041	BURGLARY-AUTO	04X	2000 FRANKLIN ST	Oakland	CA	"2000 FRANKLIN ST
Oakland, CA
(37.808812, -122.26691)"
VANDALISM	11/09/2018 06:30:00 AM	18-916070	VANDALISM	26Y	7200 SAN LEANDRO ST	Oakland	CA	"7200 SAN LEANDRO ST
Oakland, CA
(37.753613, -122.197109)"
MOTOR VEHICLE THEFT	10/15/2018 09:28:00 PM	18-052444	VEHICLE THEFT - AUTO	33X	1200 84TH AV	Oakland	CA	"1200 84TH AV
Oakland, CA
(37.75254, -122.180982)"
THEFT/LARCENY	11/10/2018 08:35:00 AM	18-916086	GRAND THEFT	14X	300 STATEN AVE	Oakland	CA	"300 STATEN AVE
Oakland, CA
(37.812129, -122.254313)"
THEFT/LARCENY	11/08/2018 08:20:00 PM	18-916035	BURGLARY-AUTO	31Y	600 HEGENBERGER ROAD	Oakland	CA	"600 HEGENBERGER ROAD
Oakland, CA
(37.744964, -122.195947)"
FRAUD	11/02/2018 11:00:00 PM	18-915648	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	24X	3900 BROOKDALE AV	Oakland	CA	"3900 BROOKDALE AV
Oakland, CA
(37.784806, -122.20678)"
THEFT/LARCENY	11/11/2018 10:00:00 PM	18-057395	THEFT:PERSONAL PROPERTY	22Y	2800 MACARTHUR BLVD	Oakland	CA	"2800 MACARTHUR BLVD
Oakland, CA
(37.798508, -122.208721)"
THEFT/LARCENY	10/23/2018 09:15:00 PM	18-915210	BURGLARY-AUTO	01X	400 2ND ST	Oakland	CA	"400 2ND ST
Oakland, CA
(37.795585, -122.275115)"
ASSAULT	10/15/2018 08:06:00 PM	18-052439	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30X	1900 82ND AV	Oakland	CA	"1900 82ND AV
Oakland, CA
(37.758383, -122.173855)"
THEFT/LARCENY	10/02/2018 04:40:00 PM	18-913856	BURGLARY-AUTO	13Z	6200 MORAGA AV	Oakland	CA	"6200 MORAGA AV
Oakland, CA
(37.829731, -122.213583)"
ROBBERY	10/31/2018 10:45:00 PM	18-055573	CARJACKING - STRONGARM	03X	1300 ALICE ST	Oakland	CA	"1300 ALICE ST
Oakland, CA
(37.801993, -122.266709)"
THEFT/LARCENY	10/10/2018 04:40:00 PM	18-914578	THEFT	77X	2900 E 9TH ST	Oakland	CA	"2900 E 9TH ST
Oakland, CA
(37.775239, -122.232766)"
THEFT/LARCENY	11/09/2018 06:30:00 PM	18-916078	BURGLARY-AUTO	04X	~475 22ND ST	Oakland	CA	"~475 22ND ST
Oakland, CA"
THEFT/LARCENY	10/29/2018 12:00:00 PM	18-055812	THEFT	10Y	800 55TH ST	Oakland	CA	"800 55TH ST
Oakland, CA
(37.839781, -122.269814)"
THEFT/LARCENY	10/12/2018 07:00:00 PM	18-052616	THEFT	11X	600 51ST ST	Oakland	CA	"600 51ST ST
Oakland, CA
(37.836805, -122.264459)"
ASSAULT	10/31/2018 09:40:00 PM	18-055561	EXHIBIT DEADLY WEAPON OTHER THAN FIREARM	23X	3300 E 12TH ST	Oakland	CA	"3300 E 12TH ST
Oakland, CA
(37.776182, -122.225334)"
THEFT/LARCENY	10/15/2018 10:30:00 PM	18-914535	BURGLARY-AUTO	01X	200 3RD ST	Oakland	CA	"200 3RD ST
Oakland, CA
(37.794649, -122.270557)"
THEFT/LARCENY	11/08/2018 07:00:00 PM	18-916032	BURGLARY-AUTO	09X	3800 PIEDMONT AVE	Oakland	CA	"3800 PIEDMONT AVE
Oakland, CA
(37.823931, -122.255664)"
THEFT/LARCENY	10/14/2018 03:45:00 PM	18-914611	BURGLARY-AUTO	12X	300 40TH ST	Oakland	CA	"300 40TH ST
Oakland, CA
(37.827664, -122.256802)"
VANDALISM	10/15/2018 10:15:00 PM	18-914536	VANDALISM	35X	9500 BURR ST	Oakland	CA	"9500 BURR ST
Oakland, CA
(37.753142, -122.157125)"
THEFT/LARCENY	11/08/2018 08:00:00 AM	18-916047	BURGLARY-AUTO	08X	3000 BROADWAY	Oakland	CA	"3000 BROADWAY
Oakland, CA
(37.818822, -122.262056)"
ASSAULT	11/02/2018 07:00:00 PM	18-055698	EXHIBIT DEADLY WEAPON OTHER THAN FIREARM	27Y	1400 57TH AV	Oakland	CA	"1400 57TH AV
Oakland, CA
(37.766116, -122.201644)"
THEFT/LARCENY	10/03/2018 03:00:00 AM	18-050204	BURGLARY-AUTO	30Y	7500 CIRCLE HILL DR	Oakland	CA	"7500 CIRCLE HILL DR
Oakland, CA
(37.774254, -122.163015)"
THEFT/LARCENY	10/06/2018 05:30:00 AM	18-050834	THEFT	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
SEX CRIMES	11/02/2018 08:15:00 PM	18-055706	DISORDERLY CONDUCT:PROSTITUTION	19X	1700 INTERNATIONAL BLVD	Oakland	CA	"1700 INTERNATIONAL BLVD
Oakland, CA
(37.787566, -122.242897)"
THEFT/LARCENY	11/08/2018 05:00:00 PM	18-916029	GRAND THEFT	08X	2300 BROADWAY	Oakland	CA	"2300 BROADWAY
Oakland, CA
(37.812399, -122.266077)"
MOTOR VEHICLE THEFT	11/06/2018 11:00:00 AM	18-916049	ATTEMPT VEHICLE THEFT-AUTO		00	Oakland	CA	"00
Oakland, CA"
MOTOR VEHICLE THEFT	10/31/2018 09:06:00 PM	18-055355	VEHICLE THEFT - AUTO	07X	800 MILTON ST	Oakland	CA	"800 MILTON ST
Oakland, CA
(37.817192, -122.275474)"
THEFT/LARCENY	10/24/2018 03:30:00 PM	18-915180	BURGLARY-AUTO	08X	2300 BROADWAY	Oakland	CA	"2300 BROADWAY
Oakland, CA
(37.812399, -122.266077)"
ASSAULT	10/29/2018 06:04:00 PM	18-054972	BATTERY	21Y	3100 DAVIS ST	Oakland	CA	"3100 DAVIS ST
Oakland, CA
(37.789836, -122.220185)"
BURGLARY	11/07/2018 09:00:00 AM	18-916003	BURGLARY-FORCIBLE ENTRY		1200 PINE ST	Oakland	CA	"1200 PINE ST
Oakland, CA
(37.812194, -122.300525)"
THEFT/LARCENY	10/24/2018 07:10:00 PM	18-915208	BURGLARY-AUTO	26Y	6900 SNELL ST	Oakland	CA	"6900 SNELL ST
Oakland, CA
(37.755598, -122.198191)"
THEFT/LARCENY	10/11/2018 09:55:00 PM	18-914488	BURGLARY-AUTO	04X	400 21ST ST	Oakland	CA	"400 21ST ST
Oakland, CA
(37.809918, -122.266958)"
FRAUD	11/02/2018 05:35:00 PM	18-915646	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	05X	1000 18TH ST	Oakland	CA	"1000 18TH ST
Oakland, CA
(37.811675, -122.282205)"
THEFT/LARCENY	10/12/2018 05:00:00 PM	18-914552	BURGLARY-AUTO	01X	200 CLAY ST	Oakland	CA	"200 CLAY ST
Oakland, CA
(37.797267, -122.278611)"
VANDALISM	10/24/2018 10:30:00 PM	18-915212	VANDALISM	26Y	7100 SPENCER ST	Oakland	CA	"7100 SPENCER ST
Oakland, CA
(37.756616, -122.193439)"
MOTOR VEHICLE THEFT	11/02/2018 07:50:00 AM	18-055672	VEHICLE THEFT - AUTO	04X	1800 ALICE ST	Oakland	CA	"1800 ALICE ST
Oakland, CA
(37.805619, -122.264454)"
THEFT/LARCENY	10/11/2018 11:30:00 PM	18-914477	BURGLARY-AUTO	04X	2000 TELEGRAPH AV	Oakland	CA	"2000 TELEGRAPH AV
Oakland, CA
(37.809691, -122.269532)"
ASSAULT	11/11/2018 02:00:00 AM	18-057214	MAYHEM	31Y	100 98TH AV	Oakland	CA	"100 98TH AV
Oakland, CA
(37.728129, -122.197428)"
VANDALISM	11/08/2018 08:30:00 PM	18-916030	VANDALISM		BROADWAY/27TH ST	Oakland	CA	"BROADWAY/27TH ST
Oakland, CA"
THEFT/LARCENY	11/09/2018 08:30:00 PM	18-916073	BURGLARY-AUTO		2200 MOUNTAIN BLVD	Oakland	CA	"2200 MOUNTAIN BLVD
Oakland, CA
(37.823439, -122.208264)"
ASSAULT	11/03/2018 10:59:00 AM	18-055787	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	03Y	1100 BROADWAY	Oakland	CA	"1100 BROADWAY
Oakland, CA
(37.802605, -122.272267)"
ROBBERY	10/07/2018 03:00:00 AM	18-050883	ROBBERY-FIREARM	26Y	1300 64TH AV	Oakland	CA	"1300 64TH AV
Oakland, CA
(37.761734, -122.198296)"
THEFT/LARCENY	10/03/2018 06:41:00 PM	18-913922	BURGLARY-AUTO	12X	WEBSTER ST	Oakland	CA	"WEBSTER ST
Oakland, CA"
DISTURBING THE PEACE	11/12/2018 10:06:00 AM	18-057342	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ROBBERY	11/02/2018 11:50:00 PM	18-055737	CARJACKING - STRONGARM	06X	900 32ND ST	Oakland	CA	"900 32ND ST
Oakland, CA
(37.822389, -122.275989)"
VANDALISM	10/09/2018 01:30:00 PM	18-051311	VANDALISM:DAMAGE PROPERTY	15X	1000 MACARTHUR BLVD	Oakland	CA	"1000 MACARTHUR BLVD
Oakland, CA
(37.734428, -122.140131)"
THEFT/LARCENY	11/02/2018 10:00:00 PM	18-055785	THEFT	08X	500 SYCAMORE ST	Oakland	CA	"500 SYCAMORE ST
Oakland, CA
(37.81505, -122.26819)"
DRUGS/ALCOHOL VIOLATIONS	10/07/2018 07:00:00 AM	18-050898	POSSESS/PURCHASE COCAINE BASE FOR SALE	31Y	200 MAKIN RD	Oakland	CA	"200 MAKIN RD
Oakland, CA
(37.734939, -122.194566)"
THEFT/LARCENY	11/10/2018 12:00:00 PM	18-057391	THEFT:PERSONAL PROPERTY	04X	1900 SAN PABLO AV	Oakland	CA	"1900 SAN PABLO AV
Oakland, CA
(37.809032, -122.27271)"
