CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
VANDALISM,10/10/2018 08:00:00 PM,18-914348,VANDALISM,08X,2400 BROADWAY,Oakland,CA,"2400 BROADWAY
Oakland, CA
(37.813391, -122.265467)"
ASSAULT,09/06/2018 06:50:00 PM,18-045249,BATTERY,01X,300 BROADWAY,Oakland,CA,"300 BROADWAY
Oakland, CA
(37.796897, -122.275771)"
THEFT/LARCENY,09/02/2018 12:30:00 AM,18-912257,BURGLARY-AUTO,35Y,00 MAGGIORA DR,Oakland,CA,"00 MAGGIORA DR
Oakland, CA"
BURGLARY,07/25/2018 01:00:00 PM,18-037464,BURGLARY-FORCIBLE ENTRY,34X,8400 BANCROFT AV,Oakland,CA,"8400 BANCROFT AV
Oakland, CA
(37.758211, -122.168976)"
DISTURBING THE PEACE,09/12/2018 09:00:00 AM,18-046510,DISTURB THE PEACE,25X,4200 TOMPKINS AV,Oakland,CA,"4200 TOMPKINS AV
Oakland, CA
(37.791328, -122.188856)"
MOTOR VEHICLE THEFT,09/27/2018 10:30:00 PM,18-049869,VEHICLE THEFT - AUTO,15X,2300 PARK BLVD,Oakland,CA,"2300 PARK BLVD
Oakland, CA
(37.801663, -122.245102)"
THEFT/LARCENY,09/04/2018 08:00:00 AM,18-912333,BURGLARY-AUTO,99X,1400 PULLMAN,Oakland,CA,"1400 PULLMAN
Oakland, CA"
ASSAULT,09/30/2018 10:22:00 PM,18-049684,SHOOT:INHAB DWELL/VEH/ETC,27Y,6200 HAYES ST,Oakland,CA,"6200 HAYES ST
Oakland, CA
(37.767436, -122.192121)"
MOTOR VEHICLE THEFT,09/04/2018 08:00:00 PM,18-044980,VEHICLE THEFT - AUTO,31Z,10600 PIPPIN ST,Oakland,CA,"10600 PIPPIN ST
Oakland, CA
(37.734172, -122.174995)"
VANDALISM,10/07/2018 02:30:00 PM,18-051028,VANDALISM,04X,1500 LAKESIDE DR,Oakland,CA,"1500 LAKESIDE DR
Oakland, CA
(37.802944, -122.261708)"
ROBBERY,09/21/2018 07:30:00 PM,18-047985,ROBBERY-FIREARM,32X,10800 INTERNATIONAL BLVD,Oakland,CA,"10800 INTERNATIONAL BLVD
Oakland, CA
(37.737306, -122.165166)"
BURGLARY,09/06/2018 05:53:00 PM,18-045230,BURGLARY-FORCIBLE ENTRY,33X,1300 89TH AV,Oakland,CA,"1300 89TH AV
Oakland, CA
(37.749667, -122.176846)"
THEFT/LARCENY,10/10/2018 08:30:00 PM,18-914402,BURGLARY-AUTO,03X,300 12TH ST,Oakland,CA,"300 12TH ST
Oakland, CA
(37.796574, -122.256491)"
DISTURBING THE PEACE,09/10/2018 01:00:00 PM,18-046372,DISTURB THE PEACE,26Y,1300 58TH AV,Oakland,CA,"1300 58TH AV
Oakland, CA
(37.764629, -122.201554)"
ROBBERY,08/27/2018 11:40:00 PM,18-043293,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",02Y,800 WILLOW ST,Oakland,CA,"800 WILLOW ST
Oakland, CA
(37.80782, -122.300368)"
MOTOR VEHICLE THEFT,08/31/2018 09:00:00 PM,18-044386,VEHICLE THEFT - AUTO,32Y,2000 102ND AV,Oakland,CA,"2000 102ND AV
Oakland, CA
(37.743274, -122.161296)"
MOTOR VEHICLE THEFT,10/09/2018 01:15:00 PM,18-051270,VEHICLE THEFT - AUTO,33X,1300 92ND AV,Oakland,CA,"1300 92ND AV
Oakland, CA
(37.747702, -122.175346)"
VANDALISM,10/20/2018 07:45:00 AM,18-053337,VANDALISM,20X,1600 FRUITVALE AVE.,Oakland,CA,"1600 FRUITVALE AVE.
Oakland, CA
(37.780305, -122.22449)"
THEFT/LARCENY,09/05/2018 07:05:00 AM,18-912365,THEFT,29X,6200 LAIRD AV,Oakland,CA,"6200 LAIRD AV
Oakland, CA
(37.776039, -122.179119)"
MOTOR VEHICLE THEFT,08/06/2018 09:07:00 AM,18-039167,VEHICLE THEFT - AUTO,06X,3500 MARTIN LUTHER KING JR W,Oakland,CA,"3500 MARTIN LUTHER KING JR W
Oakland, CA"
THEFT/LARCENY,09/05/2018 11:00:00 AM,18-044996,THEFT,08X,500 31ST ST,Oakland,CA,"500 31ST ST
Oakland, CA
(37.819997, -122.266913)"
THEFT/LARCENY,09/03/2018 11:45:00 AM,18-912544,BURGLARY-AUTO,35Y,9700 GOLF LINKS RD,Oakland,CA,"9700 GOLF LINKS RD
Oakland, CA
(37.754263, -122.152098)"
ASSAULT,09/21/2018 08:00:00 PM,18-048141,ASSAULT WITH FIREARM ON PERSON,27X,5400 BANCROFT AV,Oakland,CA,"5400 BANCROFT AV
Oakland, CA
(37.771761, -122.200788)"
VANDALISM,09/17/2018 11:45:00 PM,18-913027,VANDALISM,77X,63RD ST,Oakland,CA,"63RD ST
Oakland, CA"
VANDALISM,08/03/2018 12:00:00 AM,18-910551,VANDALISM,02Y,1700 10TH ST,Oakland,CA,"1700 10TH ST
Oakland, CA
(37.809788, -122.299019)"
THEFT/LARCENY,10/15/2018 10:30:00 PM,18-052714,THEFT,25X,4400 REINHARDT DR,Oakland,CA,"4400 REINHARDT DR
Oakland, CA
(37.79207, -122.183768)"
THEFT/LARCENY,07/27/2018 06:00:00 PM,18-037595,BURGLARY-AUTO,19X,1800 EMBARCADERO,Oakland,CA,"1800 EMBARCADERO
Oakland, CA
(37.785052, -122.244329)"
THEFT/LARCENY,09/05/2018 01:00:00 AM,18-912417,GRAND THEFT,34X,1800 90TH AV,Oakland,CA,"1800 90TH AV
Oakland, CA
(37.751556, -122.170117)"
ROBBERY,08/26/2018 07:15:00 AM,18-043216,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,800 E 10TH ST,Oakland,CA,"800 E 10TH ST
Oakland, CA
(37.791601, -122.254229)"
THEFT/LARCENY,09/28/2018 07:00:00 PM,18-913719,BURGLARY-AUTO,08X,300 27TH ST,Oakland,CA,"300 27TH ST
Oakland, CA
(37.814865, -122.262925)"
ASSAULT,07/26/2018 04:00:00 PM,18-037416,BATTERY,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.805174, -122.294046)"
ASSAULT,08/16/2018 02:55:00 AM,18-041122,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,18X,2000 21ST AV,Oakland,CA,"2000 21ST AV
Oakland, CA
(37.789594, -122.234762)"
THEFT/LARCENY,09/10/2018 11:00:00 PM,18-912686,GRAND THEFT,31Y,8400 ENTERPRISE WY,Oakland,CA,"8400 ENTERPRISE WY
Oakland, CA
(37.744027, -122.194899)"
ASSAULT,10/10/2018 11:00:00 PM,18-051570,EXHIBIT FIREARM,33X,1000 88TH AV,Oakland,CA,"1000 88TH AV
Oakland, CA
(37.748173, -122.181955)"
ASSAULT,10/01/2018 11:00:00 PM,18-049884,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,2000 45TH AV,Oakland,CA,"2000 45TH AV
Oakland, CA
(37.775173, -122.209645)"
ASSAULT,08/16/2018 09:00:00 PM,18-041332,THREAT CRIME:INT:TERRORIZE,13X,5700 MORAGA AV,Oakland,CA,"5700 MORAGA AV
Oakland, CA
(37.832245, -122.222046)"
MOTOR VEHICLE THEFT,09/30/2018 09:00:00 PM,18-049767,VEHICLE THEFT - AUTO,29X,3100 63RD AV,Oakland,CA,"3100 63RD AV
Oakland, CA
(37.773153, -122.182523)"
WEAPONS,08/06/2018 12:00:00 AM,18-039317,MISD-ILL USE OF TEAR GAS/TEAR GAS WEAPON,34X,1800 90TH AV,Oakland,CA,"1800 90TH AV
Oakland, CA
(37.751556, -122.170117)"
THEFT/LARCENY,07/27/2018 09:45:00 AM,18-910143,BURGLARY-AUTO,05X,1700 MANDELA PKWY,Oakland,CA,"1700 MANDELA PKWY
Oakland, CA
(37.813301, -122.290404)"
THEFT/LARCENY,09/02/2018 01:15:00 PM,18-912275,BURGLARY-AUTO,08X,400 W GRAND AV,Oakland,CA,"400 W GRAND AV
Oakland, CA
(37.81154, -122.266726)"
THEFT/LARCENY,07/25/2018 10:50:00 PM,18-037293,THEFT,32X,10900 INTERNATIONAL BLVD,Oakland,CA,"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73672, -122.164746)"
THEFT/LARCENY,09/15/2018 12:00:00 AM,18-046999,BURGLARY-AUTO,03Y,700 WASHINGTON ST,Oakland,CA,"700 WASHINGTON ST
Oakland, CA
(37.800147, -122.275322)"
MOTOR VEHICLE THEFT,08/21/2018 02:30:00 PM,18-042376,VEHICLE THEFT - AUTO,33X,1300 88TH AV,Oakland,CA,"1300 88TH AV
Oakland, CA
(37.750308, -122.177332)"
THEFT/LARCENY,08/05/2018 06:00:00 PM,18-039341,THEFT,29X,4000 EDWARDS AV,Oakland,CA,"4000 EDWARDS AV
Oakland, CA
(37.775241, -122.165915)"
THEFT/LARCENY,08/25/2018 05:00:00 PM,18-912584,BURGLARY-AUTO,04X,300 14TH ST,Oakland,CA,"300 14TH ST
Oakland, CA
(37.80292, -122.267606)"
THEFT/LARCENY,08/23/2018 06:00:00 PM,18-911678,BURGLARY-AUTO,09X,4000 HOWE ST,Oakland,CA,"4000 HOWE ST
Oakland, CA
(37.826481, -122.253941)"
VANDALISM,08/02/2018 11:00:00 PM,18-910556,VANDALISM,10X,1100 61ST ST,Oakland,CA,"1100 61ST ST
Oakland, CA
(37.843987, -122.283878)"
ASSAULT,10/01/2018 09:20:00 PM,18-049868,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,7600 MACARTHUR BLVD,Oakland,CA,"7600 MACARTHUR BLVD
Oakland, CA
(37.767423, -122.169566)"
MOTOR VEHICLE THEFT,08/06/2018 06:00:00 PM,18-039373,VEHICLE THEFT - AUTO,31Y,8300 EDES AV,Oakland,CA,"8300 EDES AV
Oakland, CA
(37.744722, -122.195953)"
MOTOR VEHICLE THEFT,09/28/2018 08:00:00 PM,18-049656,VEHICLE THEFT - AUTO,12Y,5600 TELEGRAPH AV,Oakland,CA,"5600 TELEGRAPH AV
Oakland, CA
(37.841433, -122.261658)"
THEFT/LARCENY,10/10/2018 09:25:00 PM,18-914349,BURGLARY-AUTO,12X,400 40TH ST,Oakland,CA,"400 40TH ST
Oakland, CA
(37.828507, -122.26004)"
THEFT/LARCENY,09/17/2018 09:00:00 PM,18-047870,THEFT,15X,600 MONTCLAIR AV,Oakland,CA,"600 MONTCLAIR AV
Oakland, CA
(37.805099, -122.241887)"
MOTOR VEHICLE THEFT,10/10/2018 01:48:00 PM,18-051538,VEHICLE THEFT - AUTO,09X,200 38TH ST,Oakland,CA,"200 38TH ST
Oakland, CA
(37.8255, -122.256571)"
BURGLARY,08/26/2018 05:00:00 PM,18-043303,BURGLARY-NO FORCE,10X,900 57TH ST,Oakland,CA,"900 57TH ST
Oakland, CA
(37.841619, -122.274312)"
MOTOR VEHICLE THEFT,08/25/2018 07:00:00 PM,18-043239,VEHICLE THEFT - AUTO,24Y,2700 35TH AV,Oakland,CA,"2700 35TH AV
Oakland, CA
(37.788683, -122.209171)"
MOTOR VEHICLE THEFT,07/27/2018 02:40:00 AM,18-037340,VEHICLE THEFT - AUTO,05X,1300 16TH ST,Oakland,CA,"1300 16TH ST
Oakland, CA
(37.811732, -122.288578)"
THEFT/LARCENY,10/10/2018 08:00:00 PM,18-914393,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813446, -122.264865)"
ASSAULT,10/08/2018 05:46:00 PM,18-051123,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,900 E 10TH ST,Oakland,CA,"900 E 10TH ST
Oakland, CA
(37.790819, -122.253333)"
MOTOR VEHICLE THEFT,08/15/2018 08:34:00 PM,18-041095,VEHICLE THEFT - AUTO,19X,1200 13TH AV,Oakland,CA,"1200 13TH AV
Oakland, CA
(37.78933, -122.247959)"
ROBBERY,09/05/2018 01:45:00 PM,18-045032,CARJACKING WITH FIREARM,14Y,400 JEAN ST,Oakland,CA,"400 JEAN ST
Oakland, CA
(37.814857, -122.250619)"
ASSAULT,07/27/2018 11:55:00 PM,18-037511,BATTERY,03Y,600 12TH ST,Oakland,CA,"600 12TH ST
Oakland, CA
(37.804348, -122.275635)"
THEFT/LARCENY,09/03/2018 05:00:00 PM,18-912317,BURGLARY-AUTO,12X,4800 TELEGRAPH AV,Oakland,CA,"4800 TELEGRAPH AV
Oakland, CA
(37.834892, -122.262907)"
ASSAULT,09/16/2018 12:30:00 PM,18-046992,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,02Y,800 CAMPBELL VILLAGE CT,Oakland,CA,"800 CAMPBELL VILLAGE CT
Oakland, CA
(37.807536, -122.299751)"
ASSAULT,07/27/2018 11:50:00 PM,18-037513,BATTERY,17Y,2400 13TH AV,Oakland,CA,"2400 13TH AV
Oakland, CA
(37.796611, -122.237729)"
ROBBERY,09/04/2018 02:00:00 PM,18-044798,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",17Y,800 E 24TH ST,Oakland,CA,"800 E 24TH ST
Oakland, CA
(37.800001, -122.241947)"
THEFT/LARCENY,08/03/2018 01:30:00 AM,18-910565,THEFT,04X,300 17TH ST,Oakland,CA,"300 17TH ST
Oakland, CA
(37.805387, -122.266503)"
BURGLARY,08/21/2018 12:00:00 PM,18-042358,BURGLARY-FORCIBLE ENTRY,17Y,700 E 22ND ST,Oakland,CA,"700 E 22ND ST
Oakland, CA
(37.799578, -122.24485)"
THEFT/LARCENY,09/10/2018 09:25:00 AM,18-912608,BURGLARY-AUTO,04X,00 GRAND AV,Oakland,CA,"00 GRAND AV
Oakland, CA"
VANDALISM,07/27/2018 12:15:00 PM,18-910141,VANDALISM,14X,200 BAY PL,Oakland,CA,"200 BAY PL
Oakland, CA
(37.8126, -122.261111)"
MOTOR VEHICLE THEFT,07/26/2018 09:30:00 PM,18-037404,VEHICLE THEFT - AUTO,18X,1800 SAN ANTONIO WY,Oakland,CA,"1800 SAN ANTONIO WY
Oakland, CA
(37.791673, -122.237697)"
MOTOR VEHICLE THEFT,10/10/2018 06:30:00 AM,18-051705,VEHICLE THEFT - AUTO,21Y,2600 PLEASANT ST,Oakland,CA,"2600 PLEASANT ST
Oakland, CA
(37.797158, -122.217604)"
ASSAULT,07/23/2018 10:00:00 AM,18-036631,BATTERY,04X,500 16TH ST,Oakland,CA,"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
THEFT/LARCENY,09/17/2018 09:00:00 PM,18-047249,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740751, -122.198347)"
THEFT/LARCENY,08/17/2018 03:43:00 PM,18-041425,THEFT,31Y,8400 SAN LEANDRO ST,Oakland,CA,"8400 SAN LEANDRO ST
Oakland, CA
(37.747851, -122.190066)"
THEFT/LARCENY,09/04/2018 10:25:00 PM,18-912406,BURGLARY-AUTO,03X,200 7TH ST,Oakland,CA,"200 7TH ST
Oakland, CA
(37.797168, -122.268256)"
MOTOR VEHICLE THEFT,08/04/2018 06:00:00 PM,18-039324,VEHICLE THEFT - AUTO,25X,3600 HIGH ST,Oakland,CA,"3600 HIGH ST
Oakland, CA
(37.787311, -122.194767)"
THEFT/LARCENY,10/09/2018 07:00:00 PM,18-914406,THEFT,20X,2800 E 10TH ST,Oakland,CA,"2800 E 10TH ST
Oakland, CA
(37.777347, -122.233686)"
DRUGS/ALCOHOL VIOLATIONS,07/28/2018 08:30:00 PM,18-037675,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,12Y,400 CAVOUR ST,Oakland,CA,"400 CAVOUR ST
Oakland, CA
(37.837243, -122.255997)"
ASSAULT,10/04/2018 02:21:00 PM,18-050457,INFLICT CRPL INJ SP/COHAB,24Y,2800 38TH AV,Oakland,CA,"2800 38TH AV
Oakland, CA
(37.786409, -122.205339)"
ASSAULT,09/27/2018 06:45:00 PM,18-049143,BATTERY,04X,100 14TH ST,Oakland,CA,"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
ASSAULT,08/16/2018 11:38:00 PM,18-041321,BATTERY,30X,6900 FRESNO ST,Oakland,CA,"6900 FRESNO ST
Oakland, CA
(37.766257, -122.18142)"
MOTOR VEHICLE THEFT,09/30/2018 03:00:00 PM,18-049560,VEHICLE THEFT - AUTO,26X,5400 COLISEUM WY,Oakland,CA,"5400 COLISEUM WY
Oakland, CA
(37.762788, -122.212525)"
VANDALISM,09/01/2018 03:55:00 PM,18-912688,VANDALISM,77X,84TH AVE,Oakland,CA,"84TH AVE
Oakland, CA"
ASSAULT,09/16/2018 03:56:00 AM,18-046954,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30X,6600 INTERNATIONAL BLVD,Oakland,CA,"6600 INTERNATIONAL BLVD
Oakland, CA
(37.762116, -122.193212)"
VANDALISM,08/06/2018 01:30:00 AM,18-039434,VANDALISM,29X,5700 AVENAL AV,Oakland,CA,"5700 AVENAL AV
Oakland, CA
(37.772075, -122.193092)"
ASSAULT,09/03/2018 01:22:00 PM,18-044631,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,08X,2200 TELEGRAPH AV,Oakland,CA,"2200 TELEGRAPH AV
Oakland, CA
(37.811582, -122.269056)"
MOTOR VEHICLE THEFT,09/10/2018 12:00:00 AM,18-045976,VEHICLE THEFT - AUTO,31Y,400 JONES AV,Oakland,CA,"400 JONES AV
Oakland, CA
(37.734804, -122.188907)"
ASSAULT,10/01/2018 07:40:00 PM,18-049854,BATTERY,20X,1500 27TH AV,Oakland,CA,"1500 27TH AV
Oakland, CA
(37.781602, -122.230671)"
DISTURBING THE PEACE,09/15/2018 09:32:00 PM,18-046904,FIGHT/CHALLENGE IN PUBLIC PLACE,34X,9600 WALNUT ST,Oakland,CA,"9600 WALNUT ST
Oakland, CA
(37.7468, -122.169337)"
ROBBERY,10/20/2018 12:29:00 AM,18-053179,ATTEMPTED ROBBERY-FIREARM,04X,1700 BROADWAY,Oakland,CA,"1700 BROADWAY
Oakland, CA
(37.806798, -122.269629)"
ASSAULT,08/06/2018 11:30:00 PM,18-039314,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,2800 E 23RD ST,Oakland,CA,"2800 E 23RD ST
Oakland, CA
(37.786307, -122.224038)"
VANDALISM,09/01/2018 07:35:00 AM,18-912334,VANDALISM,21Y,2400 34TH AV,Oakland,CA,"2400 34TH AV
Oakland, CA
(37.786161, -122.217937)"
WEAPONS,09/15/2018 08:52:00 PM,18-046906,MISD-MFG/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE,23X,3800 INTERNATIONAL BLVD,Oakland,CA,"3800 INTERNATIONAL BLVD
Oakland, CA
(37.774686, -122.219756)"
THEFT/LARCENY,09/11/2018 08:15:00 PM,18-912716,BURGLARY-AUTO,14Y,400 CHENEY AV,Oakland,CA,"400 CHENEY AV
Oakland, CA
(37.811446, -122.246945)"
ROBBERY,10/04/2018 08:05:00 PM,18-050503,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,1500 E 12TH ST,Oakland,CA,"1500 E 12TH ST
Oakland, CA
(37.787943, -122.245701)"
ROBBERY,08/06/2018 02:54:00 PM,18-039218,ATTEMPTED ROBBERY-FIREARM,32X,10900 INTERNATIONAL BLVD,Oakland,CA,"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73672, -122.164746)"
THEFT/LARCENY,09/30/2018 05:12:00 PM,18-913776,GRAND THEFT,08X,2600 BROADWAY,Oakland,CA,"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)"
ASSAULT,08/17/2018 07:32:00 PM,18-041456,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,34X,8300 BIRCH ST,Oakland,CA,"8300 BIRCH ST
Oakland, CA
(37.757406, -122.173323)"
ASSAULT,09/02/2018 02:44:00 PM,18-044567,THREAT CRIME:INT:TERRORIZE,29X,3000 62ND AV,Oakland,CA,"3000 62ND AV
Oakland, CA
(37.77317, -122.183995)"
THEFT/LARCENY,07/25/2018 05:00:00 PM,18-910126,THEFT,20X,3000 E 9TH ST,Oakland,CA,"3000 E 9TH ST
Oakland, CA
(37.774483, -122.231168)"
ROBBERY,10/09/2018 03:00:00 AM,18-051359,CARJACKING WITH FIREARM,18Y,2100 E 30TH ST,Oakland,CA,"2100 E 30TH ST
Oakland, CA
(37.796786, -122.22738)"
MOTOR VEHICLE THEFT,10/09/2018 04:00:00 PM,18-051368,VEHICLE THEFT - AUTO,20X,1500 MILLER AV,Oakland,CA,"1500 MILLER AV
Oakland, CA
(37.783648, -122.234028)"
VANDALISM,08/07/2018 07:00:00 PM,18-910608,VANDALISM,03X,1000 OAK ST,Oakland,CA,"1000 OAK ST
Oakland, CA
(37.798298, -122.264605)"
DISTURBING THE PEACE,10/19/2018 11:08:00 PM,18-053173,INVADE PRIVACY:PEEK THROUGH HOLE IN BATHROOM (AMENDED),03Y,700 WASHINGTON ST,Oakland,CA,"700 WASHINGTON ST
Oakland, CA
(37.800147, -122.275322)"
THEFT/LARCENY,08/15/2018 05:25:00 PM,18-041062,BURGLARY-AUTO,20X,3000 GLASCOCK ST,Oakland,CA,"3000 GLASCOCK ST
Oakland, CA
(37.771649, -122.232714)"
ASSAULT,09/05/2018 01:38:00 AM,18-044888,THREAT CRIME:INT:TERRORIZE,31X,8400 EDGEWATER DR,Oakland,CA,"8400 EDGEWATER DR
Oakland, CA
(37.737486, -122.198228)"
ASSAULT,08/06/2018 05:15:00 PM,18-039252,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21X,2600 GRANDE VISTA AV,Oakland,CA,"2600 GRANDE VISTA AV
Oakland, CA
(37.79168, -122.226614)"
ASSAULT,10/17/2018 10:15:00 PM,18-052869,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14X,200 EUCLID AV,Oakland,CA,"200 EUCLID AV
Oakland, CA
(37.815684, -122.253586)"
THEFT/LARCENY,09/11/2018 10:00:00 AM,18-912684,THEFT,19X,900 INTERNATIONAL BLVD,Oakland,CA,"900 INTERNATIONAL BLVD
Oakland, CA
(37.792812, -122.250526)"
THEFT/LARCENY,09/15/2018 01:00:00 AM,18-046973,THEFT,14Y,600 JEAN ST,Oakland,CA,"600 JEAN ST
Oakland, CA
(37.817781, -122.24781)"
THEFT/LARCENY,09/04/2018 10:00:00 PM,18-912410,BURGLARY-AUTO,10Y,5200 MARTIN LUTHER KING JR W,Oakland,CA,"5200 MARTIN LUTHER KING JR W
Oakland, CA"
THEFT/LARCENY,09/28/2018 08:15:00 PM,18-913768,BURGLARY-AUTO,08X,300 27TH ST,Oakland,CA,"300 27TH ST
Oakland, CA
(37.814865, -122.262925)"
THEFT/LARCENY,08/16/2018 07:15:00 PM,18-911241,BURGLARY-AUTO,14Y,3300 GRAND AV,Oakland,CA,"3300 GRAND AV
Oakland, CA
(37.812814, -122.247111)"
THEFT/LARCENY,09/10/2018 12:15:00 PM,18-912575,THEFT,25Y,12200 SKYLINE BLVD,Oakland,CA,"12200 SKYLINE BLVD
Oakland, CA
(37.798303, -122.164773)"
ASSAULT,10/20/2018 06:44:00 PM,18-053366,BATTERY,06X,2700 NORTHGATE AVE,Oakland,CA,"2700 NORTHGATE AVE
Oakland, CA"
ASSAULT,09/14/2018 09:42:00 AM,18-046661,ASSAULT PEACE OFFICER/EMERGENCY PERSONNEL/ETC,24X,4200 FOOTHILL BLVD,Oakland,CA,"4200 FOOTHILL BLVD
Oakland, CA
(37.775764, -122.213006)"
THEFT/LARCENY,08/16/2018 04:45:00 PM,18-911234,BURGLARY-AUTO,13Z,6200 MEDAU PL,Oakland,CA,"6200 MEDAU PL
Oakland, CA
(37.827343, -122.210049)"
THEFT/LARCENY,08/04/2018 12:00:00 AM,18-039209,THEFT,04X,500 18TH ST,Oakland,CA,"500 18TH ST
Oakland, CA
(37.807631, -122.270257)"
MOTOR VEHICLE THEFT,08/31/2018 08:00:00 PM,18-044590,VEHICLE THEFT - AUTO,30X,7300 LOCKWOOD ST,Oakland,CA,"7300 LOCKWOOD ST
Oakland, CA
(37.762725, -122.180956)"
THEFT/LARCENY,09/17/2018 03:00:00 AM,18-913032,THEFT,22X,4000 LINCOLN AV,Oakland,CA,"4000 LINCOLN AV
Oakland, CA
(37.804191, -122.20959)"
ASSAULT,10/01/2018 05:55:00 PM,18-049842,BATTERY,26Y,6500 EASTLAWN ST,Oakland,CA,"6500 EASTLAWN ST
Oakland, CA
(37.76037, -122.196555)"
THEFT/LARCENY,08/15/2018 04:50:00 PM,18-041060,ATTEMPTED GRAND THEFT,03X,300 9TH ST,Oakland,CA,"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
MOTOR VEHICLE THEFT,09/01/2018 03:00:00 AM,18-044934,VEHICLE THEFT - AUTO,10Y,800 51ST ST,Oakland,CA,"800 51ST ST
Oakland, CA
(37.836329, -122.26812)"
ASSAULT,10/11/2018 09:00:00 AM,18-051633,ASSAULT,07X,1200 28TH ST,Oakland,CA,"1200 28TH ST
Oakland, CA
(37.820538, -122.283335)"
THEFT/LARCENY,10/01/2018 09:47:00 PM,18-049870,PETTY THEFT,10Y,700 43RD ST,Oakland,CA,"700 43RD ST
Oakland, CA
(37.832356, -122.2689)"
THEFT/LARCENY,10/07/2018 08:25:00 AM,18-914229,GRAND THEFT,27Y,6000 INTERNATIONAL BLVD,Oakland,CA,"6000 INTERNATIONAL BLVD
Oakland, CA
(37.764741, -122.198762)"
THEFT/LARCENY,08/06/2018 08:00:00 PM,18-910612,GRAND THEFT,14X,2700 HARRISON ST,Oakland,CA,"2700 HARRISON ST
Oakland, CA
(37.814609, -122.259771)"
DRUGS/ALCOHOL VIOLATIONS,10/02/2018 08:35:00 AM,18-049938,POSSESS/PURCHASE COCAINE BASE FOR SALE,32Y,2600 99TH AV,Oakland,CA,"2600 99TH AV
Oakland, CA
(37.748175, -122.154161)"
THEFT/LARCENY,08/02/2018 06:45:00 AM,18-910564,BURGLARY-AUTO,18Y,2200 E 24TH ST,Oakland,CA,"2200 E 24TH ST
Oakland, CA
(37.79144, -122.230171)"
ASSAULT,09/30/2018 08:52:00 PM,18-049671,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,27X,5000 MELROSE AV,Oakland,CA,"5000 MELROSE AV
Oakland, CA
(37.774021, -122.205086)"
FRAUD,07/27/2018 11:51:00 AM,18-910145,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,15X,200 HANOVER AV,Oakland,CA,"200 HANOVER AV
Oakland, CA
(37.802492, -122.253505)"
THEFT/LARCENY,08/16/2018 12:05:00 AM,18-911236,THEFT,09X,3600 BROADWAY,Oakland,CA,"3600 BROADWAY
Oakland, CA
(37.823327, -122.259244)"
THEFT/LARCENY,08/16/2018 12:45:00 PM,18-911232,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740751, -122.198347)"
VANDALISM,08/31/2018 11:00:00 AM,18-912245,VANDALISM,32Y,2500 109TH AV,Oakland,CA,"2500 109TH AV
Oakland, CA
(37.740831, -122.151431)"
MOTOR VEHICLE THEFT,09/04/2018 04:30:00 PM,18-044926,VEHICLE THEFT - AUTO,27Y,2500 61ST AV,Oakland,CA,"2500 61ST AV
Oakland, CA
(37.769664, -122.190139)"
ARSON,09/21/2018 03:50:00 AM,18-047874,MAL SET/ETC FIRE PROP/ETC,18X,1700 E 19TH ST,Oakland,CA,"1700 E 19TH ST
Oakland, CA
(37.791119, -122.239955)"
