CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
ASSAULT	12/10/2018 06:51:00 PM	18-062380	THREAT CRIME:INT:TERRORIZE	34X	9400 INTERNATIONAL BLVD	Oakland	CA	"9400 INTERNATIONAL BLVD
Oakland, CA
(37.747073, -122.172434)"
THEFT/LARCENY	12/14/2018 10:49:00 AM	18-063002	THEFT	14X	600 BELLEVUE AV	Oakland	CA	"600 BELLEVUE AV
Oakland, CA
(37.807478, -122.255985)"
MOTOR VEHICLE THEFT	12/12/2018 10:00:00 PM	18-062752	VEHICLE THEFT - AUTO	23X	1000 35TH AV	Oakland	CA	"1000 35TH AV
Oakland, CA
(37.774275, -122.224079)"
MOTOR VEHICLE THEFT	12/17/2018 03:23:00 PM	18-063509	VEHICLE THEFT - AUTO	26Y	6700 EASTLAWN ST	Oakland	CA	"6700 EASTLAWN ST
Oakland, CA
(37.759282, -122.195507)"
MOTOR VEHICLE THEFT	12/17/2018 09:00:00 PM	18-063676	VEHICLE THEFT - AUTO	19X	1100 E 12TH ST	Oakland	CA	"1100 E 12TH ST
Oakland, CA
(37.790456, -122.249576)"
MOTOR VEHICLE THEFT	12/02/2018 08:00:00 PM	18-060956	VEHICLE THEFT - AUTO	14Y	300 SANTA CLARA AV	Oakland	CA	"300 SANTA CLARA AV
Oakland, CA
(37.816129, -122.249438)"
ASSAULT	12/13/2018 04:49:00 PM	18-062872	BATTERY	04X	500 14TH ST	Oakland	CA	"500 14TH ST
Oakland, CA
(37.80492, -122.272704)"
DISTURBING THE PEACE	12/22/2018 05:28:00 PM	18-064476	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ROBBERY	12/14/2018 12:30:00 PM	18-063028	ROBBERY-FIREARM	34X	9600 BIRCH ST	Oakland	CA	"9600 BIRCH ST
Oakland, CA
(37.748295, -122.166115)"
MOTOR VEHICLE THEFT	11/30/2018 02:00:00 PM	18-060497	VEHICLE THEFT - AUTO	23X	4000 ALAMEDA AV	Oakland	CA	"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)"
THEFT/LARCENY	12/21/2018 01:11:00 AM	18-064387	THEFT	02X	1000 8TH ST	Oakland	CA	"1000 8TH ST
Oakland, CA
(37.804078, -122.284485)"
THEFT/LARCENY	12/18/2018 12:00:00 PM	18-063982	BURGLARY-AUTO	02X	1200 BLK OF 21ST ST	Oakland	CA	"1200 BLK OF 21ST ST
Oakland, CA
(37.814792, -122.286001)"
VANDALISM	12/21/2018 12:00:00 AM	18-064655	VANDALISM	24Y	4100 FULLINGTON ST	Oakland	CA	"4100 FULLINGTON ST
Oakland, CA
(37.787511, -122.199477)"
VANDALISM	12/04/2018 05:04:00 PM	18-061182	VANDALISM $10000 OR MORE	32Y	2300 100TH AV	Oakland	CA	"2300 100TH AV
Oakland, CA
(37.74543, -122.157767)"
ASSAULT	12/14/2018 04:00:00 AM	18-062958	BATTERY	28X	3200 COURTLAND AV	Oakland	CA	"3200 COURTLAND AV
Oakland, CA
(37.784563, -122.197524)"
ROBBERY	12/23/2018 09:08:00 PM	18-064560	CARJACKING WITH KNIFE	19X	100 E 15TH ST	Oakland	CA	"100 E 15TH ST
Oakland, CA
(37.799169, -122.256044)"
MOTOR VEHICLE THEFT	12/14/2018 07:41:00 AM	18-062986	VEHICLE THEFT - AUTO	29X	6300 HILLMONT DR	Oakland	CA	"6300 HILLMONT DR
Oakland, CA
(37.778557, -122.172988)"
ASSAULT	12/21/2018 06:00:00 PM	18-064264	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	13Z	6700 LIGGETT DR	Oakland	CA	"6700 LIGGETT DR
Oakland, CA
(37.821732, -122.210733)"
MOTOR VEHICLE THEFT	12/04/2018 11:00:00 AM	18-061412	VEHICLE THEFT - AUTO	27Y	6100 HARMON AV	Oakland	CA	"6100 HARMON AV
Oakland, CA
(37.767442, -122.19422)"
DISTURBING THE PEACE	12/12/2018 12:32:00 PM	18-062676	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ASSAULT	12/18/2018 12:31:00 AM	18-063602	SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC	27Y	5600 BANCROFT AV	Oakland	CA	"5600 BANCROFT AV
Oakland, CA
(37.771443, -122.195763)"
DISTURBING THE PEACE	12/23/2018 12:31:00 PM	18-064502	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
THEFT/LARCENY	12/12/2018 08:00:00 PM	18-062744	BURGLARY-AUTO	14Y	700 WALKER AV	Oakland	CA	"700 WALKER AV
Oakland, CA
(37.811446, -122.246945)"
THEFT/LARCENY	12/24/2018 11:00:00 AM	18-064642	THEFT	30X	7900 INTERNATIONAL BLVD	Oakland	CA	"7900 INTERNATIONAL BLVD
Oakland, CA
(37.756951, -122.182248)"
ASSAULT	12/13/2018 10:15:00 AM	18-062822	FALSE BOMB/ETC REPORT TO ANY PERSON	04X	1900 HARRISON ST	Oakland	CA	"1900 HARRISON ST
Oakland, CA
(37.806345, -122.26546)"
THEFT/LARCENY	12/22/2018 10:00:00 AM	18-064472	BURGLARY-AUTO	08X	500 40TH ST	Oakland	CA	"500 40TH ST
Oakland, CA
(37.82926, -122.264805)"
MOTOR VEHICLE THEFT	12/05/2018 07:00:00 AM	18-061426	VEHICLE THEFT - AUTO	27Y	5300 WENTWORTH AV	Oakland	CA	"5300 WENTWORTH AV
Oakland, CA
(37.770625, -122.202733)"
BURGLARY	12/13/2018 09:00:00 PM	18-062962	BURGLARY-NO FORCE	13X	5900 OCEAN VIEW DR	Oakland	CA	"5900 OCEAN VIEW DR
Oakland, CA
(37.845769, -122.245315)"
MOTOR VEHICLE THEFT	12/18/2018 12:20:00 PM	18-063679	VEHICLE THEFT - AUTO	21X	2500 E 27TH ST	Oakland	CA	"2500 E 27TH ST
Oakland, CA
(37.792275, -122.224041)"
MOTOR VEHICLE THEFT	12/14/2018 06:00:00 AM	18-062964	VEHICLE THEFT - AUTO	19X	1700 EMBARCADERO	Oakland	CA	"1700 EMBARCADERO
Oakland, CA
(37.785863, -122.24564)"
FRAUD	12/01/2018 12:51:00 PM	18-917011	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	08X	3800 MANILA AV	Oakland	CA	"3800 MANILA AV
Oakland, CA
(37.826383, -122.258799)"
MOTOR VEHICLE THEFT	12/13/2018 11:00:00 PM	18-062988	VEHICLE THEFT - AUTO	23X	3900 SAN LEANDRO ST	Oakland	CA	"3900 SAN LEANDRO ST
Oakland, CA
(37.772266, -122.220601)"
ROBBERY	12/17/2018 11:40:00 PM	18-063595	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03X	1200 BROADWAY	Oakland	CA	"1200 BROADWAY
Oakland, CA
(37.803128, -122.271954)"
ASSAULT	12/17/2018 11:00:00 PM	18-063723	BATTERY	20X	2300 E 12TH ST	Oakland	CA	"2300 E 12TH ST
Oakland, CA
(37.782624, -122.236682)"
ASSAULT	12/17/2018 10:00:00 PM	18-063587	BATTERY	30X	1400 74TH AV	Oakland	CA	"1400 74TH AV
Oakland, CA
(37.759237, -122.18556)"
ASSAULT	12/05/2018 10:00:00 AM	18-061326	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	02Y	800 PINE ST	Oakland	CA	"800 PINE ST
Oakland, CA
(37.80871, -122.303271)"
DISTURBING THE PEACE	12/23/2018 11:24:00 AM	18-064537	DISTURB THE PEACE	99X	600 FELL ST	Oakland	CA	"600 FELL ST
Oakland, CA"
ASSAULT	12/05/2018 01:45:00 PM	18-061363	ASSAULT WITH FIREARM ON PERSON	07X	2400 MARKET ST	Oakland	CA	"2400 MARKET ST
Oakland, CA
(37.816217, -122.278014)"
VANDALISM	12/03/2018 12:28:00 PM	18-060961	VANDALISM	02X	800 8TH ST	Oakland	CA	"800 8TH ST
Oakland, CA
(37.802408, -122.279327)"
ROBBERY	12/02/2018 02:00:00 PM	18-060804	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	04X	200 FRANK H OGAWA PLZ	Oakland	CA	"200 FRANK H OGAWA PLZ
Oakland, CA
(37.80569, -122.271943)"
ASSAULT	12/23/2018 06:33:00 PM	18-064556	ASSAULT WITH FIREARM ON PERSON	77X	2000 CLINTON AV	Oakland	CA	"2000 CLINTON AV
Oakland, CA"
ASSAULT	12/21/2018 06:45:00 PM	18-064269	BATTERY	02X	1100 POPLAR ST	Oakland	CA	"1100 POPLAR ST
Oakland, CA
(37.807985, -122.290058)"
THEFT/LARCENY	12/11/2018 03:30:00 PM	18-062480	BURGLARY-AUTO	31Y	100 98TH AV	Oakland	CA	"100 98TH AV
Oakland, CA
(37.728129, -122.197428)"
DISTURBING THE PEACE	12/24/2018 05:18:00 AM	18-064603	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
BURGLARY	12/02/2018 02:00:00 AM	18-060567	BURGLARY-FORCIBLE ENTRY	02X	100 ADELINE ST	Oakland	CA	"100 ADELINE ST
Oakland, CA
(37.800188, -122.289484)"
MOTOR VEHICLE THEFT	12/14/2018 08:15:00 AM	18-062974	VEHICLE THEFT - AUTO	35Y	4800 DUNKIRK AV	Oakland	CA	"4800 DUNKIRK AV
Oakland, CA
(37.753365, -122.124061)"
MOTOR VEHICLE THEFT	12/02/2018 08:52:00 AM	18-060945	VEHICLE THEFT - AUTO	33X	8000 SAN LEANDRO ST	Oakland	CA	"8000 SAN LEANDRO ST
Oakland, CA
(37.749812, -122.192414)"
THEFT/LARCENY	12/13/2018 08:15:00 PM	18-062925	BURGLARY-AUTO	12X	4900 TELEGRAPH AV	Oakland	CA	"4900 TELEGRAPH AV
Oakland, CA
(37.836153, -122.262569)"
ASSAULT	12/17/2018 11:40:00 AM	18-063476	BATTERY	04X	200 17TH ST	Oakland	CA	"200 17TH ST
Oakland, CA
(37.804776, -122.263844)"
DISTURBING THE PEACE	12/14/2018 12:00:00 AM	18-012345	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
VANDALISM	12/20/2018 03:01:00 PM	18-064364	VANDALISM	15X	2800 LAKESHORE AV	Oakland	CA	"2800 LAKESHORE AV
Oakland, CA
(37.80784, -122.249364)"
ASSAULT	12/24/2018 12:54:00 PM	18-064647	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	27Y	2600 64TH AV	Oakland	CA	"2600 64TH AV
Oakland, CA
(37.769403, -122.185982)"
MOTOR VEHICLE THEFT	12/17/2018 04:34:00 PM	18-063524	VEHICLE THEFT - AUTO	26X	700 KEVIN CT	Oakland	CA	"700 KEVIN CT
Oakland, CA
(37.758133, -122.207264)"
DISTURBING THE PEACE	12/13/2018 07:00:00 AM	18-062927	ANNOYING TELEPHONE CALL:OBSCENE/THREATENING	24Y	3400 SCHOOL ST	Oakland	CA	"3400 SCHOOL ST
Oakland, CA
(37.792098, -122.206773)"
ASSAULT	12/10/2018 07:30:00 PM	18-062911	ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER	02X	900 MANDELA PKWY	Oakland	CA	"900 MANDELA PKWY
Oakland, CA
(37.806731, -122.292808)"
MOTOR VEHICLE THEFT	12/12/2018 08:30:00 PM	18-062784	VEHICLE THEFT - AUTO	26X	4300 HOWARD ST	Oakland	CA	"4300 HOWARD ST
Oakland, CA
(37.766838, -122.222033)"
MOTOR VEHICLE THEFT	12/03/2018 05:13:00 PM	18-061001	VEHICLE THEFT - AUTO	30X	1600 80TH AV	Oakland	CA	"1600 80TH AV
Oakland, CA
(37.758182, -122.1784)"
ASSAULT	12/13/2018 04:45:00 PM	18-062886	BATTERY	32X	10800 INTERNATIONAL BLVD	Oakland	CA	"10800 INTERNATIONAL BLVD
Oakland, CA
(37.737306, -122.165166)"
ASSAULT	12/23/2018 09:50:00 PM	18-064566	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	34X	1500 90TH AV	Oakland	CA	"1500 90TH AV
Oakland, CA
(37.750181, -122.173096)"
DISTURBING THE PEACE	12/24/2018 02:09:00 AM	18-064601	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
DISTURBING THE PEACE	12/24/2018 04:26:00 PM	18-064685	DISTURB THE PEACE	34X	1700 84TH AV	Oakland	CA	"1700 84TH AV
Oakland, CA
(37.755997, -122.174492)"
ASSAULT	12/04/2018 04:45:00 PM	18-061180	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	10Y	800 57TH ST	Oakland	CA	"800 57TH ST
Oakland, CA
(37.842041, -122.270293)"
MOTOR VEHICLE THEFT	12/04/2018 01:14:00 PM	18-061138	VEHICLE THEFT - AUTO	30Y	2600 75TH AV	Oakland	CA	"2600 75TH AV
Oakland, CA
(37.765736, -122.174452)"
DISTURBING THE PEACE	12/23/2018 02:15:00 PM	18-064512	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
MOTOR VEHICLE THEFT	12/10/2018 11:00:00 AM	18-062199	VEHICLE THEFT - AUTO	22X	2100 FUNSTON PL	Oakland	CA	"2100 FUNSTON PL
Oakland, CA
(37.809605, -122.206843)"
MOTOR VEHICLE THEFT	12/05/2018 12:00:00 AM	18-061291	VEHICLE THEFT - AUTO	08X	3800 SHAFTER AV	Oakland	CA	"3800 SHAFTER AV
Oakland, CA
(37.826509, -122.260286)"
VANDALISM	12/24/2018 02:48:00 AM	18-064589	VANDALISM	19X	800 INTERNATIONAL BLVD	Oakland	CA	"800 INTERNATIONAL BLVD
Oakland, CA
(37.793547, -122.251349)"
MOTOR VEHICLE THEFT	12/10/2018 05:14:00 PM	18-062285	VEHICLE THEFT - AUTO	07X	2300 WEST ST	Oakland	CA	"2300 WEST ST
Oakland, CA
(37.813724, -122.275653)"
ASSAULT	12/02/2018 04:20:00 PM	18-060827	BATTERY	04X	2100 SAN PABLO AV	Oakland	CA	"2100 SAN PABLO AV
Oakland, CA
(37.810893, -122.273317)"
MOTOR VEHICLE THEFT	12/20/2018 10:33:00 PM	18-064112	VEHICLE THEFT - AUTO	34X	1400 AUSEON AV	Oakland	CA	"1400 AUSEON AV
Oakland, CA
(37.752271, -122.176271)"
ASSAULT	12/03/2018 07:29:00 PM	18-061020	BATTERY	26Y	1000 71ST AV	Oakland	CA	"1000 71ST AV
Oakland, CA
(37.756819, -122.193636)"
THEFT/LARCENY	11/30/2018 08:00:00 PM	18-917007	BURGLARY-AUTO	77X	600 THOMAS L BERKELEY WY	Oakland	CA	"600 THOMAS L BERKELEY WY
Oakland, CA
(37.809993, -122.272269)"
MOTOR VEHICLE THEFT	12/03/2018 12:38:00 PM	18-061325	VEHICLE THEFT - AUTO	14X	300 EUCLID AV	Oakland	CA	"300 EUCLID AV
Oakland, CA
(37.813976, -122.252852)"
ASSAULT	12/18/2018 10:30:00 AM	18-063673	ASSAULT WITH FIREARM ON PERSON	20X	1600 25TH AV	Oakland	CA	"1600 25TH AV
Oakland, CA
(37.783804, -122.231457)"
ASSAULT	12/14/2018 08:30:00 AM	18-062981	ASSAULT	20X	1200 26TH AV	Oakland	CA	"1200 26TH AV
Oakland, CA
(37.78056, -122.233381)"
ASSAULT	12/23/2018 04:00:00 PM	18-064526	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	04X	1400 HARRISON ST	Oakland	CA	"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)"
ASSAULT	12/18/2018 02:37:00 AM	18-063609	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	20X	1600 25TH AV	Oakland	CA	"1600 25TH AV
Oakland, CA
(37.783804, -122.231457)"
BURGLARY	12/01/2018 01:30:00 AM	18-060564	BURGLARY-FORCIBLE ENTRY	23X	4200 E 12TH ST	Oakland	CA	"4200 E 12TH ST
Oakland, CA
(37.771883, -122.217052)"
ASSAULT	12/10/2018 03:14:00 AM	18-062158	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	30X	6700 FLORA ST	Oakland	CA	"6700 FLORA ST
Oakland, CA
(37.763148, -122.189645)"
ASSAULT	12/23/2018 02:53:00 PM	18-064514	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	32X	9900 C ST	Oakland	CA	"9900 C ST
Oakland, CA
(37.741391, -122.174066)"
ASSAULT	12/13/2018 05:57:00 PM	18-062882	BATTERY	30X	8100 INTERNATIONAL BLVD	Oakland	CA	"8100 INTERNATIONAL BLVD
Oakland, CA
(37.756141, -122.180557)"
HOMICIDE	12/19/2018 08:55:00 PM	18-063932	MURDER	04X	2100 SAN PABLO AV	Oakland	CA	"2100 SAN PABLO AV
Oakland, CA
(37.810893, -122.273317)"
BURGLARY	12/14/2018 09:58:00 AM	18-063056	SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950	32Y	10700 MACARTHUR BLVD	Oakland	CA	"10700 MACARTHUR BLVD
Oakland, CA
(37.741775, -122.150612)"
ASSAULT	12/03/2018 05:00:00 PM	18-061003	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	77X	6900 LION WY	Oakland	CA	"6900 LION WY
Oakland, CA
(37.756303, -122.197513)"
MOTOR VEHICLE THEFT	12/22/2018 05:58:00 PM	18-064400	VEHICLE THEFT - AUTO	14Y	600 MARIPOSA AV	Oakland	CA	"600 MARIPOSA AV
Oakland, CA
(37.819531, -122.25042)"
DISTURBING THE PEACE	12/12/2018 02:13:00 PM	18-062675	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ROBBERY	12/18/2018 02:00:00 AM	18-063613	ROBBERY-FIREARM	18X	1800 FOOTHILL BLVD	Oakland	CA	"1800 FOOTHILL BLVD
Oakland, CA
(37.788748, -122.240509)"
DRUGS/ALCOHOL VIOLATIONS	12/23/2018 08:37:00 PM	18-064559	POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA	02X	800 MARKET ST	Oakland	CA	"800 MARKET ST
Oakland, CA
(37.803265, -122.282664)"
MOTOR VEHICLE THEFT	12/17/2018 11:00:00 PM	18-063686	VEHICLE THEFT - AUTO	26Y	7200 SPENCER ST	Oakland	CA	"7200 SPENCER ST
Oakland, CA
(37.756288, -122.193108)"
MOTOR VEHICLE THEFT	12/05/2018 08:30:00 AM	18-061391	VEHICLE THEFT - AUTO	06X	800 30TH ST	Oakland	CA	"800 30TH ST
Oakland, CA
(37.820062, -122.273627)"
MOTOR VEHICLE THEFT	12/23/2018 02:00:00 PM	18-064547	VEHICLE THEFT - AUTO	06X	3900 WEST ST	Oakland	CA	"3900 WEST ST
Oakland, CA
(37.829449, -122.271188)"
MOTOR VEHICLE THEFT	12/14/2018 07:51:00 AM	18-062967	VEHICLE THEFT - AUTO	19X	1200 6TH AV	Oakland	CA	"1200 6TH AV
Oakland, CA
(37.794281, -122.254041)"
ROBBERY	12/18/2018 12:17:00 AM	18-063600	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	31Y	600 HEGENBERGER RD	Oakland	CA	"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
ASSAULT	12/13/2018 04:35:00 PM	18-062874	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	19X	1400 15TH AV	Oakland	CA	"1400 15TH AV
Oakland, CA
(37.788969, -122.245238)"
DISTURBING THE PEACE	12/23/2018 10:30:00 PM	18-064602	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ASSAULT	12/05/2018 11:30:00 AM	18-061354	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	06X	800 W MACARTHUR BLVD	Oakland	CA	"800 W MACARTHUR BLVD
Oakland, CA
(37.827633, -122.271646)"
MOTOR VEHICLE THEFT	12/11/2018 02:11:00 AM	18-062351	VEHICLE THEFT - AUTO	33X	9100 E ST	Oakland	CA	"9100 E ST
Oakland, CA
(37.746129, -122.180306)"
ROBBERY	12/04/2018 04:05:00 PM	18-061174	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	30Y	7200 BANCROFT AV	Oakland	CA	"7200 BANCROFT AV
Oakland, CA
(37.766093, -122.177258)"
ASSAULT	12/04/2018 12:05:00 AM	18-061048	BATTERY	30Y	8000 ATHERTON ST	Oakland	CA	"8000 ATHERTON ST
Oakland, CA
(37.761681, -122.171281)"
ASSAULT	12/19/2018 11:13:00 PM	18-063944	BATTERY	26Y	7000 INTERNATIONAL BLVD	Oakland	CA	"7000 INTERNATIONAL BLVD
Oakland, CA
(37.760217, -122.18921)"
ASSAULT	12/14/2018 08:00:00 AM	18-062993	THREAT CRIME:INT:TERRORIZE	34X	1400 89TH AV	Oakland	CA	"1400 89TH AV
Oakland, CA
(37.750412, -122.174733)"
MOTOR VEHICLE THEFT	12/10/2018 09:00:00 PM	18-062859	VEHICLE THEFT - AUTO	14X	00 VERNON ST	Oakland	CA	"00 VERNON ST
Oakland, CA"
ASSAULT	12/23/2018 09:43:00 PM	18-064571	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30X	8000 OLIVE ST	Oakland	CA	"8000 OLIVE ST
Oakland, CA
(37.760518, -122.173177)"
ASSAULT	12/17/2018 03:00:00 PM	18-063521	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	77X	500 CASTRO ST	Oakland	CA	"500 CASTRO ST
Oakland, CA
(37.800642, -122.280891)"
ASSAULT	12/13/2018 04:30:00 PM	18-062870	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	34X	9600 CHERRY ST	Oakland	CA	"9600 CHERRY ST
Oakland, CA
(37.74761, -122.167043)"
THEFT/LARCENY	12/23/2018 03:34:00 PM	18-064521	GRAND THEFT	09X	3900 PIEDMONT AV	Oakland	CA	"3900 PIEDMONT AV
Oakland, CA
(37.825009, -122.254256)"
THEFT/LARCENY	12/21/2018 11:15:00 PM	18-064119	BURGLARY-AUTO	27Y	2300 64TH AV	Oakland	CA	"2300 64TH AV
Oakland, CA
(37.766994, -122.189774)"
BURGLARY	12/24/2018 11:50:00 AM	18-064657	BURGLARY-FORCIBLE ENTRY	27Y	1900 57TH AV	Oakland	CA	"1900 57TH AV
Oakland, CA
(37.76897, -122.197593)"
DRUGS/ALCOHOL VIOLATIONS	12/22/2018 01:04:00 PM	18-064367	POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA	34X	1400 89TH AV	Oakland	CA	"1400 89TH AV
Oakland, CA
(37.750412, -122.174733)"
DUI	12/17/2018 11:46:00 AM	18-063486	DUI ALCOHOL/DRUGS	26Y	1100 76TH AV	Oakland	CA	"1100 76TH AV
Oakland, CA
(37.7554, -122.189036)"
ASSAULT	12/04/2018 04:45:00 PM	18-061227	BATTERY	03X	300 11TH ST	Oakland	CA	"300 11TH ST
Oakland, CA
(37.800855, -122.268903)"
ROBBERY	12/13/2018 10:19:00 PM	18-062914	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	31Y	8400 ENTERPRISE WY	Oakland	CA	"8400 ENTERPRISE WY
Oakland, CA
(37.744027, -122.194899)"
DISTURBING THE PEACE	12/12/2018 01:01:00 AM	18-062953	DISTURB THE PEACE	30X	1500 77TH AV	Oakland	CA	"1500 77TH AV
Oakland, CA
(37.75918, -122.182484)"
WEAPONS	12/13/2018 05:15:00 PM	18-062880	ALTER/CHANGE/ETC IMITATION FIREARM TO LOOK LIKE A FIREARM	19X	1200 17TH AV	Oakland	CA	"1200 17TH AV
Oakland, CA
(37.787087, -122.243732)"
DISTURBING THE PEACE	12/23/2018 04:40:00 AM	18-064479	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ASSAULT	12/05/2018 01:46:00 PM	18-061372	BATTERY	14Y	3700 GRAND AV	Oakland	CA	"3700 GRAND AV
Oakland, CA
(37.816462, -122.245456)"
VANDALISM	12/24/2018 11:36:00 AM	18-064648	VANDALISM-$400+	03X	1200 BROADWAY	Oakland	CA	"1200 BROADWAY
Oakland, CA
(37.803128, -122.271954)"
MOTOR VEHICLE THEFT	12/04/2018 03:00:00 AM	18-061186	VEHICLE THEFT - AUTO	31Y	500 JONES AV	Oakland	CA	"500 JONES AV
Oakland, CA
(37.736197, -122.188519)"
VANDALISM	12/14/2018 07:58:00 PM	18-063084	VANDALISM (AMENDED)	30Y	7800 NEY AV	Oakland	CA	"7800 NEY AV
Oakland, CA
(37.767302, -122.167146)"
THEFT/LARCENY	12/02/2018 02:00:00 PM	18-061306	THEFT	30X	1600 70TH AV	Oakland	CA	"1600 70TH AV
Oakland, CA
(37.761474, -122.187932)"
VANDALISM	12/23/2018 06:51:00 PM	18-064557	VANDALISM	20X	3100 INTERNATIONAL BLVD	Oakland	CA	"3100 INTERNATIONAL BLVD
Oakland, CA
(37.777922, -122.226506)"
MOTOR VEHICLE THEFT	12/07/2018 09:00:00 PM	18-062422	VEHICLE THEFT - AUTO	34X	1900 88TH AV	Oakland	CA	"1900 88TH AV
Oakland, CA
(37.753377, -122.170332)"
DISTURBING THE PEACE	12/22/2018 12:00:00 AM	18-064482	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ASSAULT	12/23/2018 06:00:00 PM	18-064553	BATTERY	24X	3600 FOOTHILL BLVD	Oakland	CA	"3600 FOOTHILL BLVD
Oakland, CA
(37.780635, -122.218509)"
DISTURBING THE PEACE	12/23/2018 12:00:00 AM	18-064480	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
MOTOR VEHICLE THEFT	12/12/2018 06:30:00 PM	18-062835	VEHICLE THEFT - AUTO	34X	2000 89TH AV	Oakland	CA	"2000 89TH AV
Oakland, CA
(37.753563, -122.167958)"
THEFT/LARCENY	12/13/2018 03:00:00 PM	18-062883	BURGLARY-AUTO	04X	1700 TELEGRAPH AV	Oakland	CA	"1700 TELEGRAPH AV
Oakland, CA
(37.806838, -122.270252)"
DISTURBING THE PEACE	12/18/2018 01:00:00 PM	18-063712	FIGHT/CHALLENGE FIGHT PUBLIC PLACE	23X	3500 E 16TH ST	Oakland	CA	"3500 E 16TH ST
Oakland, CA
(37.778148, -122.220961)"
THEFT/LARCENY	12/11/2018 07:15:00 PM	18-062524	THEFT	32X	10500 INTERNATIONAL BLVD	Oakland	CA	"10500 INTERNATIONAL BLVD
Oakland, CA
(37.738892, -122.166351)"
ASSAULT	12/13/2018 05:34:00 AM	18-062776	EXHIBIT FIREARM	26Y	1300 80TH AV	Oakland	CA	"1300 80TH AV
Oakland, CA
(37.755347, -122.183765)"
MOTOR VEHICLE THEFT	12/04/2018 04:30:00 PM	18-061243	VEHICLE THEFT - AUTO	24Y	3000 HUMBOLDT AV	Oakland	CA	"3000 HUMBOLDT AV
Oakland, CA
(37.79171, -122.207403)"
MOTOR VEHICLE THEFT	12/04/2018 05:00:00 PM	18-061267	VEHICLE THEFT - AUTO	17X	1300 E 18TH ST	Oakland	CA	"1300 E 18TH ST
Oakland, CA
(37.792503, -122.243504)"
